Fecha,Hora,Tipo Dia,Clima BSAS,Energia GBA,Clima GBA,Año,Mes
2018-01-01 00:00:00,0,1,19.2,4605.074781035074,19.2,2018,1
2018-01-01 01:00:00,1,1,18.6,4390.676613371828,18.6,2018,1
2018-01-01 02:00:00,2,1,18.5,4271.047382373807,18.5,2018,1
2018-01-01 03:00:00,3,1,17.9,4116.751625528722,17.9,2018,1
2018-01-01 04:00:00,4,1,17.5,3912.2014625910815,17.5,2018,1
2018-01-01 05:00:00,5,1,17.6,3780.383327951741,17.6,2018,1
2018-01-01 06:00:00,6,1,17.5,3569.852204375042,17.5,2018,1
2018-01-01 07:00:00,7,1,18.2,3247.8385773832665,18.2,2018,1
2018-01-01 08:00:00,8,1,20.3,3250.482684392317,20.3,2018,1
2018-01-01 09:00:00,9,1,23.0,3397.4024620961272,23.0,2018,1
2018-01-01 10:00:00,10,1,24.1,3526.9261675205107,24.1,2018,1
2018-01-01 11:00:00,11,1,24.2,3756.3133604536993,24.2,2018,1
2018-01-01 12:00:00,12,1,25.2,3988.8676998847786,25.2,2018,1
2018-01-01 13:00:00,13,1,26.8,4205.443467468201,26.8,2018,1
2018-01-01 14:00:00,14,1,27.2,4323.60443221623,27.2,2018,1
2018-01-01 15:00:00,15,1,27.6,4357.525315719903,27.6,2018,1
2018-01-01 16:00:00,16,1,27.6,4390.676613371828,27.6,2018,1
2018-01-01 17:00:00,17,1,27.8,4439.514626898287,27.8,2018,1
2018-01-01 18:00:00,18,1,26.7,4473.551836132881,26.7,2018,1
2018-01-01 19:00:00,19,1,25.0,4490.182699544677,25.0,2018,1
2018-01-01 20:00:00,20,1,23.6,4520.986467439512,23.6,2018,1
2018-01-01 21:00:00,21,1,22.6,5072.2445578755005,22.6,2018,1
2018-01-01 22:00:00,22,1,22.2,5469.981664585813,22.2,2018,1
2018-01-01 23:00:00,23,1,22.1,5386.057990921933,22.1,2018,1
2018-01-02 00:00:00,0,3,22.0,5125.11874396366,22.0,2018,1
2018-01-02 01:00:00,1,3,21.8,4796.172438064182,21.8,2018,1
2018-01-02 02:00:00,2,3,21.1,4490.182699544677,21.1,2018,1
2018-01-02 03:00:00,3,3,20.6,4271.047382373807,20.6,2018,1
2018-01-02 04:00:00,4,3,20.3,4154.897424214197,20.3,2018,1
2018-01-02 05:00:00,5,3,20.1,4100.500618004069,20.1,2018,1
2018-01-02 06:00:00,6,3,19.0,4044.1608901638165,19.0,2018,1
2018-01-02 07:00:00,7,3,20.4,4205.443467468201,20.4,2018,1
2018-01-02 08:00:00,8,3,22.0,4724.024022421426,22.0,2018,1
2018-01-02 09:00:00,9,3,24.6,5362.6014448214,24.6,2018,1
2018-01-02 10:00:00,10,3,26.6,5852.843582313923,26.6,2018,1
2018-01-02 11:00:00,11,3,29.2,6173.776021574732,29.2,2018,1
2018-01-02 12:00:00,12,3,30.8,6404.5035398609,30.8,2018,1
2018-01-02 13:00:00,13,3,32.0,6659.090564324953,32.0,2018,1
2018-01-02 14:00:00,14,3,31.7,6856.51317353626,31.7,2018,1
2018-01-02 15:00:00,15,3,32.4,7025.5124312285925,32.4,2018,1
2018-01-02 16:00:00,16,3,31.9,6996.681498421137,31.9,2018,1
2018-01-02 17:00:00,17,3,31.4,6970.654054693027,31.4,2018,1
2018-01-02 18:00:00,18,3,31.3,6777.236829745394,31.3,2018,1
2018-01-02 19:00:00,19,3,29.7,6519.745038979713,29.7,2018,1
2018-01-02 20:00:00,20,3,28.3,6364.348261658755,28.3,2018,1
2018-01-02 21:00:00,21,3,26.8,6682.682038409812,26.8,2018,1
2018-01-02 22:00:00,22,3,25.6,6911.7638374469625,25.6,2018,1
2018-01-02 23:00:00,23,3,24.3,6610.016478680517,24.3,2018,1
2018-01-03 00:00:00,0,4,22.6,6034.766759164318,22.6,2018,1
2018-01-03 01:00:00,1,4,21.5,5488.788127229377,21.5,2018,1
2018-01-03 02:00:00,2,4,20.9,5058.463571987179,20.9,2018,1
2018-01-03 03:00:00,3,4,20.5,4796.172438064182,20.5,2018,1
2018-01-03 04:00:00,4,4,18.8,4620.416307260868,18.8,2018,1
2018-01-03 05:00:00,5,4,17.4,4553.676762847899,17.4,2018,1
2018-01-03 06:00:00,6,4,16.9,4473.551836132881,16.9,2018,1
2018-01-03 07:00:00,7,4,18.9,4536.419931480989,18.9,2018,1
2018-01-03 08:00:00,8,4,23.2,4973.868394946192,23.2,2018,1
2018-01-03 09:00:00,9,4,25.0,5576.503558037559,25.0,2018,1
2018-01-03 10:00:00,10,4,26.7,6019.092797251294,26.7,2018,1
2018-01-03 11:00:00,11,4,28.6,6424.220683352167,28.6,2018,1
2018-01-03 12:00:00,12,4,31.2,6682.682038409812,31.2,2018,1
2018-01-03 13:00:00,13,4,31.6,7025.5124312285925,31.6,2018,1
2018-01-03 14:00:00,14,4,32.3,7307.137590239537,32.3,2018,1
2018-01-03 15:00:00,15,4,32.8,7509.851187208834,32.8,2018,1
2018-01-03 16:00:00,16,4,33.8,7585.037143105948,33.8,2018,1
2018-01-03 17:00:00,17,4,33.3,7509.851187208834,33.3,2018,1
2018-01-03 18:00:00,18,4,32.9,7338.780438181129,32.9,2018,1
2018-01-03 19:00:00,19,4,31.2,6996.681498421137,31.2,2018,1
2018-01-03 20:00:00,20,4,30.0,6828.882926608362,30.0,2018,1
2018-01-03 21:00:00,21,4,28.1,7272.307031957784,28.1,2018,1
2018-01-03 22:00:00,22,4,26.2,7545.383192999405,26.2,2018,1
2018-01-03 23:00:00,23,4,26.3,7338.780438181129,26.3,2018,1
2018-01-04 00:00:00,0,5,26.0,6970.654054693027,26.0,2018,1
2018-01-04 01:00:00,1,5,25.3,6364.348261658755,25.3,2018,1
2018-01-04 02:00:00,2,5,24.6,5935.114702465357,24.6,2018,1
2018-01-04 03:00:00,3,5,23.6,5576.503558037559,23.6,2018,1
2018-01-04 04:00:00,4,5,23.1,5345.967923603375,23.1,2018,1
2018-01-04 05:00:00,5,5,22.2,5213.556582692573,22.2,2018,1
2018-01-04 06:00:00,6,5,23.0,5112.978059539189,23.0,2018,1
2018-01-04 07:00:00,7,5,24.5,5138.743182315395,24.5,2018,1
2018-01-04 08:00:00,8,5,27.2,5645.546535139586,27.2,2018,1
2018-01-04 09:00:00,9,5,28.8,6302.156508452634,28.8,2018,1
2018-01-04 10:00:00,10,5,30.2,6828.882926608362,30.2,2018,1
2018-01-04 11:00:00,11,5,31.6,7177.378802534832,31.6,2018,1
2018-01-04 12:00:00,12,5,33.2,7585.037143105948,33.2,2018,1
2018-01-04 13:00:00,13,5,34.8,8006.640070210012,34.8,2018,1
2018-01-04 14:00:00,14,5,35.4,8299.063578776386,35.4,2018,1
2018-01-04 15:00:00,15,5,35.6,8639.979929083192,35.6,2018,1
2018-01-04 16:00:00,16,5,36.6,8728.314002610909,36.6,2018,1
2018-01-04 17:00:00,17,5,35.9,8639.979929083192,35.9,2018,1
2018-01-04 18:00:00,18,5,35.4,8417.58718409588,35.4,2018,1
2018-01-04 19:00:00,19,5,34.4,8062.134714673976,34.4,2018,1
2018-01-04 20:00:00,20,5,33.1,7894.670173361149,33.1,2018,1
2018-01-04 21:00:00,21,5,31.8,8418.048033959603,31.8,2018,1
2018-01-04 22:00:00,22,5,31.1,8864.348220330601,31.1,2018,1
2018-01-04 23:00:00,23,5,30.5,8729.922745546144,30.5,2018,1
2018-01-05 00:00:00,0,6,30.3,8299.063578776386,30.3,2018,1
2018-01-05 01:00:00,1,6,29.8,7708.9115640177015,29.8,2018,1
2018-01-05 02:00:00,2,6,29.4,7177.378802534832,29.4,2018,1
2018-01-05 03:00:00,3,6,28.2,6756.381690609142,28.2,2018,1
2018-01-05 04:00:00,4,6,27.8,6462.2207645753215,27.8,2018,1
2018-01-05 05:00:00,5,6,26.3,6227.291918271569,26.3,2018,1
2018-01-05 06:00:00,6,6,24.8,6034.766759164318,24.8,2018,1
2018-01-05 07:00:00,7,6,22.4,5744.942189169694,22.4,2018,1
2018-01-05 08:00:00,8,6,21.4,5827.824129126751,21.4,2018,1
2018-01-05 09:00:00,9,6,22.2,6050.214463824467,22.2,2018,1
2018-01-05 10:00:00,10,6,20.4,6157.693068366888,20.4,2018,1
2018-01-05 11:00:00,11,6,18.8,6157.693068366888,18.8,2018,1
2018-01-05 12:00:00,12,6,19.4,6111.408612374576,19.4,2018,1
2018-01-05 13:00:00,13,6,20.0,6094.325953575426,20.0,2018,1
2018-01-05 14:00:00,14,6,21.2,6050.214463824467,21.2,2018,1
2018-01-05 15:00:00,15,6,21.6,6034.766759164318,21.6,2018,1
2018-01-05 16:00:00,16,6,20.4,5964.686384477914,20.4,2018,1
2018-01-05 17:00:00,17,6,19.8,5840.130682376481,19.8,2018,1
2018-01-05 18:00:00,18,6,20.0,5690.272592719826,20.0,2018,1
2018-01-05 19:00:00,19,6,20.4,5522.810994419117,20.4,2018,1
2018-01-05 20:00:00,20,6,19.8,5488.788127229377,19.8,2018,1
2018-01-05 21:00:00,21,6,19.4,5852.843582313923,19.4,2018,1
2018-01-05 22:00:00,22,6,19.1,5920.528318401162,19.1,2018,1
2018-01-05 23:00:00,23,6,18.8,5596.241786868628,18.8,2018,1
2018-01-06 00:00:00,0,7,18.1,5213.556582692573,18.1,2018,1
2018-01-06 01:00:00,1,7,17.4,4857.525180370102,17.4,2018,1
2018-01-06 02:00:00,2,7,18.0,4536.419931480989,18.0,2018,1
2018-01-06 03:00:00,3,7,17.5,4306.913742943604,17.5,2018,1
2018-01-06 04:00:00,4,7,17.1,4154.897424214197,17.1,2018,1
2018-01-06 05:00:00,5,7,16.8,4064.7473376749927,16.8,2018,1
2018-01-06 06:00:00,6,7,15.8,3912.2014625910815,15.8,2018,1
2018-01-06 07:00:00,7,7,16.5,3727.4097047030855,16.5,2018,1
2018-01-06 08:00:00,8,7,20.4,3891.9206000084355,20.4,2018,1
2018-01-06 09:00:00,9,7,22.4,4189.226689888706,22.4,2018,1
2018-01-06 10:00:00,10,7,23.4,4490.182699544677,23.4,2018,1
2018-01-06 11:00:00,11,7,23.9,4707.281624360197,23.9,2018,1
2018-01-06 12:00:00,12,7,25.0,4842.624912871699,25.0,2018,1
2018-01-06 13:00:00,13,7,25.0,4956.710397099492,25.0,2018,1
2018-01-06 14:00:00,14,7,25.2,4987.256835759831,25.2,2018,1
2018-01-06 15:00:00,15,7,25.9,4944.12258433257,25.9,2018,1
2018-01-06 16:00:00,16,7,25.8,4930.844467538781,25.8,2018,1
2018-01-06 17:00:00,17,7,24.4,4944.12258433257,24.4,2018,1
2018-01-06 18:00:00,18,7,24.4,4973.868394946192,24.4,2018,1
2018-01-06 19:00:00,19,7,24.1,4930.844467538781,24.1,2018,1
2018-01-06 20:00:00,20,7,23.6,4930.844467538781,23.6,2018,1
2018-01-06 21:00:00,21,7,23.0,5418.429628875982,23.0,2018,1
2018-01-06 22:00:00,22,7,22.9,5587.58681360762,22.9,2018,1
2018-01-06 23:00:00,23,7,23.3,5354.338636889215,23.3,2018,1
2018-01-07 00:00:00,0,1,22.5,5058.463571987179,22.5,2018,1
2018-01-07 01:00:00,1,1,22.6,4742.016394217894,22.6,2018,1
2018-01-07 02:00:00,2,1,21.9,4457.104404492609,21.9,2018,1
2018-01-07 03:00:00,3,1,21.3,4237.616678972935,21.3,2018,1
2018-01-07 04:00:00,4,1,20.4,4064.7473376749927,20.4,2018,1
2018-01-07 05:00:00,5,1,19.5,3951.054838375578,19.5,2018,1
2018-01-07 06:00:00,6,1,18.8,3756.3133604536993,18.8,2018,1
2018-01-07 07:00:00,7,1,19.1,3471.214990614456,19.1,2018,1
2018-01-07 08:00:00,8,1,20.0,3569.852204375042,20.0,2018,1
2018-01-07 09:00:00,9,1,22.9,3780.383327951741,22.9,2018,1
2018-01-07 10:00:00,10,1,24.9,4024.9045044070713,24.9,2018,1
2018-01-07 11:00:00,11,1,27.2,4237.616678972935,27.2,2018,1
2018-01-07 12:00:00,12,1,28.8,4439.514626898287,28.8,2018,1
2018-01-07 13:00:00,13,1,30.2,4707.281624360197,30.2,2018,1
2018-01-07 14:00:00,14,1,31.6,4918.028251223959,31.6,2018,1
2018-01-07 15:00:00,15,1,32.6,5045.464753396846,32.6,2018,1
2018-01-07 16:00:00,16,1,32.7,5138.743182315395,32.7,2018,1
2018-01-07 17:00:00,17,1,30.9,5222.873993599569,30.9,2018,1
2018-01-07 18:00:00,18,1,31.0,5234.774849579172,31.0,2018,1
2018-01-07 19:00:00,19,1,29.8,5244.669875343682,29.8,2018,1
2018-01-07 20:00:00,20,1,28.8,5354.338636889215,28.8,2018,1
2018-01-07 21:00:00,21,1,27.4,5892.943451859577,27.4,2018,1
2018-01-07 22:00:00,22,1,26.7,6404.5035398609,26.7,2018,1
2018-01-07 23:00:00,23,1,26.2,6364.348261658755,26.2,2018,1
2018-01-08 00:00:00,0,2,25.7,6079.157845618046,25.7,2018,1
2018-01-08 01:00:00,1,2,25.1,5677.798979589147,25.1,2018,1
2018-01-08 02:00:00,2,2,25.0,5312.666098390695,25.0,2018,1
2018-01-08 03:00:00,3,2,24.1,5015.875763917292,24.1,2018,1
2018-01-08 04:00:00,4,2,23.0,4829.266939447038,23.0,2018,1
2018-01-08 05:00:00,5,2,23.6,4759.379378538124,23.6,2018,1
2018-01-08 06:00:00,6,2,23.6,4689.72377582023,23.6,2018,1
2018-01-08 07:00:00,7,2,24.3,4742.016394217894,24.3,2018,1
2018-01-08 08:00:00,8,2,25.3,5234.774849579172,25.3,2018,1
2018-01-08 09:00:00,9,2,27.0,5779.5743261187545,27.0,2018,1
2018-01-08 10:00:00,10,2,28.4,6264.592132838405,28.4,2018,1
2018-01-08 11:00:00,11,2,29.7,6610.016478680517,29.7,2018,1
2018-01-08 12:00:00,12,2,31.5,6941.810983841545,31.5,2018,1
2018-01-08 13:00:00,13,2,31.7,7236.911667390781,31.7,2018,1
2018-01-08 14:00:00,14,2,32.6,7509.851187208834,32.6,2018,1
2018-01-08 15:00:00,15,2,31.8,7370.823758674143,31.8,2018,1
2018-01-08 16:00:00,16,2,33.0,7894.670173361149,33.0,2018,1
2018-01-08 17:00:00,17,2,32.4,7894.670173361149,32.4,2018,1
2018-01-08 18:00:00,18,2,32.1,7663.042679621157,32.1,2018,1
2018-01-08 19:00:00,19,2,31.6,7338.780438181129,31.6,2018,1
2018-01-08 20:00:00,20,2,30.1,7146.357626092263,30.1,2018,1
2018-01-08 21:00:00,21,2,28.5,7545.383192999405,28.5,2018,1
2018-01-08 22:00:00,22,2,28.0,7948.144772329177,28.0,2018,1
2018-01-08 23:00:00,23,2,26.6,7796.539456968633,26.6,2018,1
2018-01-09 00:00:00,0,3,26.3,7472.289284198508,26.3,2018,1
2018-01-09 01:00:00,1,3,26.6,6911.7638374469625,26.6,2018,1
2018-01-09 02:00:00,2,3,26.3,6404.5035398609,26.3,2018,1
2018-01-09 03:00:00,3,3,25.6,6004.74302177899,25.6,2018,1
2018-01-09 04:00:00,4,3,24.9,5754.536571174998,24.9,2018,1
2018-01-09 05:00:00,5,3,24.6,5587.58681360762,24.6,2018,1
2018-01-09 06:00:00,6,3,23.9,5396.555822476169,23.9,2018,1
2018-01-09 07:00:00,7,3,24.0,5312.666098390695,24.0,2018,1
2018-01-09 08:00:00,8,3,24.0,5710.513970418598,24.0,2018,1
2018-01-09 09:00:00,9,3,24.9,6227.291918271569,24.9,2018,1
2018-01-09 10:00:00,10,3,26.4,6682.682038409812,26.4,2018,1
2018-01-09 11:00:00,11,3,26.4,6970.654054693027,26.4,2018,1
2018-01-09 12:00:00,12,3,28.0,6884.728828467613,28.0,2018,1
2018-01-09 13:00:00,13,3,29.9,7437.570614359622,29.9,2018,1
2018-01-09 14:00:00,14,3,30.6,7751.935615375359,30.6,2018,1
2018-01-09 15:00:00,15,3,31.8,8006.640070210012,31.8,2018,1
2018-01-09 16:00:00,16,3,31.8,8062.134714673976,31.8,2018,1
2018-01-09 17:00:00,17,3,31.0,8006.640070210012,31.0,2018,1
2018-01-09 18:00:00,18,3,29.0,7708.9115640177015,29.0,2018,1
2018-01-09 19:00:00,19,3,28.4,7307.137590239537,28.4,2018,1
2018-01-09 20:00:00,20,3,26.6,7055.260777031062,26.6,2018,1
2018-01-09 21:00:00,21,3,26.2,7402.179537305129,26.2,2018,1
2018-01-09 22:00:00,22,3,26.0,7848.92895859369,26.0,2018,1
2018-01-09 23:00:00,23,3,27.6,7848.92895859369,27.6,2018,1
2018-01-10 00:00:00,0,4,27.1,7472.289284198508,27.1,2018,1
2018-01-10 01:00:00,1,4,26.2,6884.728828467613,26.2,2018,1
2018-01-10 02:00:00,2,4,25.5,6364.348261658755,25.5,2018,1
2018-01-10 03:00:00,3,4,24.8,6019.092797251294,24.8,2018,1
2018-01-10 04:00:00,4,4,24.2,5804.223875902676,24.2,2018,1
2018-01-10 05:00:00,5,4,24.1,5665.661625212094,24.1,2018,1
2018-01-10 06:00:00,6,4,24.0,5555.34091986827,24.0,2018,1
2018-01-10 07:00:00,7,4,24.3,5522.810994419117,24.3,2018,1
2018-01-10 08:00:00,8,4,25.2,5949.92735348211,25.2,2018,1
2018-01-10 09:00:00,9,4,26.2,6500.468920908107,26.2,2018,1
2018-01-10 10:00:00,10,4,27.0,7055.260777031062,27.0,2018,1
2018-01-10 11:00:00,11,4,28.6,7437.570614359622,28.6,2018,1
2018-01-10 12:00:00,12,4,30.6,7848.92895859369,30.6,2018,1
2018-01-10 13:00:00,13,4,31.3,8233.352497803768,31.3,2018,1
2018-01-10 14:00:00,14,4,32.2,8639.905142734488,32.2,2018,1
2018-01-10 15:00:00,15,4,33.0,8860.53058016893,33.0,2018,1
2018-01-10 16:00:00,16,4,33.8,8728.314002610909,33.8,2018,1
2018-01-10 17:00:00,17,4,33.0,8862.2582365832,33.0,2018,1
2018-01-10 18:00:00,18,4,32.0,8554.703803696142,32.0,2018,1
2018-01-10 19:00:00,19,4,30.6,8170.32898794584,30.6,2018,1
2018-01-10 20:00:00,20,4,28.9,7894.670173361149,28.9,2018,1
2018-01-10 21:00:00,21,4,28.4,8299.34446223094,28.4,2018,1
2018-01-10 22:00:00,22,4,28.6,8641.427213864192,28.6,2018,1
2018-01-10 23:00:00,23,4,28.8,8556.110891144559,28.8,2018,1
2018-01-11 00:00:00,0,5,29.0,8233.352497803768,29.0,2018,1
2018-01-11 01:00:00,1,5,28.3,7708.9115640177015,28.3,2018,1
2018-01-11 02:00:00,2,5,27.6,7209.079896863945,27.6,2018,1
2018-01-11 03:00:00,3,5,27.7,6884.728828467613,27.7,2018,1
2018-01-11 04:00:00,4,5,27.8,6659.090564324953,27.8,2018,1
2018-01-11 05:00:00,5,5,27.3,6482.1882754148655,27.3,2018,1
2018-01-11 06:00:00,6,5,26.8,6302.156508452634,26.8,2018,1
2018-01-11 07:00:00,7,5,27.0,6209.563106769661,27.0,2018,1
2018-01-11 08:00:00,8,5,28.2,6659.090564324953,28.2,2018,1
2018-01-11 09:00:00,9,5,29.8,7272.307031957784,29.8,2018,1
2018-01-11 10:00:00,10,5,31.7,7848.92895859369,31.7,2018,1
2018-01-11 11:00:00,11,5,33.9,8299.063578776386,33.9,2018,1
2018-01-11 12:00:00,12,5,35.0,8728.239216262204,35.0,2018,1
2018-01-11 13:00:00,13,5,34.4,8359.54200243707,34.4,2018,1
2018-01-11 14:00:00,14,5,36.0,8359.54200243707,36.0,2018,1
2018-01-11 15:00:00,15,5,36.7,8115.9710563409335,36.7,2018,1
2018-01-11 16:00:00,16,5,36.5,8728.314002610909,36.5,2018,1
2018-01-11 17:00:00,17,5,36.4,8728.314002610909,36.4,2018,1
2018-01-11 18:00:00,18,5,34.8,8863.220522891717,34.8,2018,1
2018-01-11 19:00:00,19,5,33.4,8359.389779274255,33.4,2018,1
2018-01-11 20:00:00,20,5,31.6,8233.633381258322,31.6,2018,1
2018-01-11 21:00:00,21,5,30.8,8729.922745546144,30.8,2018,1
2018-01-11 22:00:00,22,5,30.8,8484.276083832166,30.8,2018,1
2018-01-11 23:00:00,23,5,29.1,8729.922745546144,29.1,2018,1
2018-01-12 00:00:00,0,6,29.5,8483.815233968444,29.5,2018,1
2018-01-12 01:00:00,1,6,28.6,7948.144772329177,28.6,2018,1
2018-01-12 02:00:00,2,6,28.3,7472.289284198508,28.3,2018,1
2018-01-12 03:00:00,3,6,29.3,7177.378802534832,29.3,2018,1
2018-01-12 04:00:00,4,6,28.4,6970.654054693027,28.4,2018,1
2018-01-12 05:00:00,5,6,28.1,6803.8621527697005,28.1,2018,1
2018-01-12 06:00:00,6,6,27.8,6682.682038409812,27.8,2018,1
2018-01-12 07:00:00,7,6,27.7,6543.422500887485,27.7,2018,1
2018-01-12 08:00:00,8,6,28.2,6911.7638374469625,28.2,2018,1
2018-01-12 09:00:00,9,6,30.6,7437.570614359622,30.6,2018,1
2018-01-12 10:00:00,10,6,31.9,7948.144772329177,31.9,2018,1
2018-01-12 11:00:00,11,6,30.5,8417.58718409588,30.5,2018,1
2018-01-12 12:00:00,12,6,30.6,8554.629017347437,30.6,2018,1
2018-01-12 13:00:00,13,6,31.5,8728.239216262204,31.5,2018,1
2018-01-12 14:00:00,14,6,33.4,8863.145736543012,33.4,2018,1
2018-01-12 15:00:00,15,6,32.4,8863.220522891717,32.4,2018,1
2018-01-12 16:00:00,16,6,29.6,8859.805522009285,29.6,2018,1
2018-01-12 17:00:00,17,6,29.7,8554.703803696142,29.7,2018,1
2018-01-12 18:00:00,18,6,29.0,8299.063578776386,29.0,2018,1
2018-01-12 19:00:00,19,6,26.4,7708.9115640177015,26.4,2018,1
2018-01-12 20:00:00,20,6,26.2,7236.911667390781,26.2,2018,1
2018-01-12 21:00:00,21,6,26.1,7509.851187208834,26.1,2018,1
2018-01-12 22:00:00,22,6,25.5,7796.539456968633,25.5,2018,1
2018-01-12 23:00:00,23,6,24.4,7545.383192999405,24.4,2018,1
2018-01-13 00:00:00,0,7,24.4,7085.025643463828,24.4,2018,1
2018-01-13 01:00:00,1,7,24.8,6706.910592128614,24.8,2018,1
2018-01-13 02:00:00,2,7,25.1,6424.220683352167,25.1,2018,1
2018-01-13 03:00:00,3,7,24.4,6141.980909579855,24.4,2018,1
2018-01-13 04:00:00,4,7,23.4,5907.9518824407505,23.4,2018,1
2018-01-13 05:00:00,5,7,22.7,5744.942189169694,22.7,2018,1
2018-01-13 06:00:00,6,7,23.0,5555.34091986827,23.0,2018,1
2018-01-13 07:00:00,7,7,24.8,5244.669875343682,24.8,2018,1
2018-01-13 08:00:00,8,7,25.2,5354.338636889215,25.2,2018,1
2018-01-13 09:00:00,9,7,27.0,5699.75597062105,27.0,2018,1
2018-01-13 10:00:00,10,7,27.8,6173.776021574732,27.8,2018,1
2018-01-13 11:00:00,11,7,28.2,6543.422500887485,28.2,2018,1
2018-01-13 12:00:00,12,7,29.8,6856.51317353626,29.8,2018,1
2018-01-13 13:00:00,13,7,28.9,7085.025643463828,28.9,2018,1
2018-01-13 14:00:00,14,7,28.0,7055.260777031062,28.0,2018,1
2018-01-13 15:00:00,15,7,29.6,7025.5124312285925,29.6,2018,1
2018-01-13 16:00:00,16,7,29.0,6911.7638374469625,29.0,2018,1
2018-01-13 17:00:00,17,7,24.0,6500.468920908107,24.0,2018,1
2018-01-13 18:00:00,18,7,23.7,6282.708570764171,23.7,2018,1
2018-01-13 19:00:00,19,7,23.8,6064.663335007879,23.8,2018,1
2018-01-13 20:00:00,20,7,22.8,5949.92735348211,22.8,2018,1
2018-01-13 21:00:00,21,7,21.8,6227.291918271569,21.8,2018,1
2018-01-13 22:00:00,22,7,20.7,6126.513290139901,20.7,2018,1
2018-01-13 23:00:00,23,7,19.9,5722.173310168629,19.9,2018,1
2018-01-14 00:00:00,0,1,19.8,5362.6014448214,19.8,2018,1
2018-01-14 01:00:00,1,1,19.4,5031.582993563163,19.4,2018,1
2018-01-14 02:00:00,2,1,19.0,4724.024022421426,19.0,2018,1
2018-01-14 03:00:00,3,1,18.9,4490.182699544677,18.9,2018,1
2018-01-14 04:00:00,4,1,19.0,4357.525315719903,19.0,2018,1
2018-01-14 05:00:00,5,1,18.8,4221.691015929643,18.8,2018,1
2018-01-14 06:00:00,6,1,17.8,4116.751625528722,17.8,2018,1
2018-01-14 07:00:00,7,1,16.9,3826.2408835764754,16.9,2018,1
2018-01-14 08:00:00,8,1,16.6,3727.4097047030855,16.6,2018,1
2018-01-14 09:00:00,9,1,16.8,3780.383327951741,16.8,2018,1
2018-01-14 10:00:00,10,1,17.5,3912.2014625910815,17.5,2018,1
2018-01-14 11:00:00,11,1,18.0,4064.7473376749927,18.0,2018,1
2018-01-14 12:00:00,12,1,19.0,4205.443467468201,19.0,2018,1
2018-01-14 13:00:00,13,1,19.2,4323.60443221623,19.2,2018,1
2018-01-14 14:00:00,14,1,20.0,4373.951810092496,20.0,2018,1
2018-01-14 15:00:00,15,1,19.2,4271.047382373807,19.2,2018,1
2018-01-14 16:00:00,16,1,19.8,4189.226689888706,19.8,2018,1
2018-01-14 17:00:00,17,1,20.1,4189.226689888706,20.1,2018,1
2018-01-14 18:00:00,18,1,20.5,4221.691015929643,20.5,2018,1
2018-01-14 19:00:00,19,1,18.2,4306.913742943604,18.2,2018,1
2018-01-14 20:00:00,20,1,18.4,4439.514626898287,18.4,2018,1
2018-01-14 21:00:00,21,1,18.3,4944.12258433257,18.3,2018,1
2018-01-14 22:00:00,22,1,18.2,5174.069939456412,18.2,2018,1
2018-01-14 23:00:00,23,1,18.0,4987.256835759831,18.0,2018,1
2018-01-15 00:00:00,0,2,17.7,4654.355525592084,17.7,2018,1
2018-01-15 01:00:00,1,2,16.9,4288.661694213225,16.9,2018,1
2018-01-15 02:00:00,2,2,16.4,4007.865252895467,16.4,2018,1
2018-01-15 03:00:00,3,2,16.3,3802.651840269486,16.3,2018,1
2018-01-15 04:00:00,4,2,16.1,3727.4097047030855,16.1,2018,1
2018-01-15 05:00:00,5,2,15.8,3727.4097047030855,15.8,2018,1
2018-01-15 06:00:00,6,2,16.0,3849.3154624700146,16.0,2018,1
2018-01-15 07:00:00,7,2,16.5,3933.288522553355,16.5,2018,1
2018-01-15 08:00:00,8,2,16.9,4288.661694213225,16.9,2018,1
2018-01-15 09:00:00,9,2,18.6,4742.016394217894,18.6,2018,1
2018-01-15 10:00:00,10,2,21.4,5162.4597833312555,21.4,2018,1
2018-01-15 11:00:00,11,2,23.0,5448.558265086444,23.0,2018,1
2018-01-15 12:00:00,12,2,25.4,5665.661625212094,25.4,2018,1
2018-01-15 13:00:00,13,2,25.9,5827.824129126751,25.9,2018,1
2018-01-15 14:00:00,14,2,27.0,5949.92735348211,27.0,2018,1
2018-01-15 15:00:00,15,2,27.1,6034.766759164318,27.1,2018,1
2018-01-15 16:00:00,16,2,26.9,6050.214463824467,26.9,2018,1
2018-01-15 17:00:00,17,2,26.0,6050.214463824467,26.0,2018,1
2018-01-15 18:00:00,18,2,25.4,5920.528318401162,25.4,2018,1
2018-01-15 19:00:00,19,2,24.2,5699.75597062105,24.2,2018,1
2018-01-15 20:00:00,20,2,22.0,5587.58681360762,22.0,2018,1
2018-01-15 21:00:00,21,2,22.5,6064.663335007879,22.5,2018,1
2018-01-15 22:00:00,22,2,22.4,6264.592132838405,22.4,2018,1
2018-01-15 23:00:00,23,2,22.2,5920.528318401162,22.2,2018,1
2018-01-16 00:00:00,0,3,22.1,5469.981664585813,22.1,2018,1
2018-01-16 01:00:00,1,3,22.1,5031.582993563163,22.1,2018,1
2018-01-16 02:00:00,2,3,22.0,4689.72377582023,22.0,2018,1
2018-01-16 03:00:00,3,3,21.6,4457.104404492609,21.6,2018,1
2018-01-16 04:00:00,4,3,21.4,4357.525315719903,21.4,2018,1
2018-01-16 05:00:00,5,3,21.1,4306.913742943604,21.1,2018,1
