Fecha,Hora,Tipo Dia,Energia PBA,Clima PBA,Energia GBA,Clima GBA,Año,Mes
1/1/2018 00:00,0,1,1544.9,14,4593.3,19.2,2018,1
1/1/2018 01:00,1,1,1425.9,13.2,4384.9,18.6,2018,1
1/1/2018 02:00,2,1,1387.8,12.1,4266.5,18.5,2018,1
1/1/2018 03:00,3,1,1327.7,11.2,4103.5,17.9,2018,1
1/1/2018 04:00,4,1,1268.6,10.4,3912.3,17.5,2018,1
1/1/2018 05:00,5,1,1217,9.8,3771.3,17.6,2018,1
1/1/2018 06:00,6,1,1128.8,10.6,3543.9,17.5,2018,1
1/1/2018 07:00,7,1,1197.3,13.6,3236.6,18.2,2018,1
1/1/2018 08:00,8,1,1207,16.8,3242.7,20.3,2018,1
1/1/2018 09:00,9,1,1253.4,18.7,3362.1,23,2018,1
1/1/2018 10:00,10,1,1098.7,20.7,3533.8,24.1,2018,1
1/1/2018 11:00,11,1,1163.2,22.5,3743.7,24.2,2018,1
1/1/2018 12:00,12,1,1213.2,23.9,3977.9,25.2,2018,1
1/1/2018 13:00,13,1,1251.9,25.5,4190.4,26.8,2018,1
1/1/2018 14:00,14,1,1270.3,27,4315.1,27.2,2018,1
1/1/2018 15:00,15,1,1278.1,27.3,4348.3,27.6,2018,1
1/1/2018 16:00,16,1,1312.7,27.9,4381.9,27.6,2018,1
1/1/2018 17:00,17,1,1329.7,28.1,4437.4,27.8,2018,1
1/1/2018 18:00,18,1,1342.2,27.9,4465.6,26.7,2018,1
1/1/2018 19:00,19,1,1356.6,27.5,4482.2,25,2018,1
1/1/2018 20:00,20,1,1383.1,25.3,4513.8,23.6,2018,1
1/1/2018 21:00,21,1,1529.6,22.2,5073.4,22.6,2018,1
1/1/2018 22:00,22,1,1671,20.2,5467.2,22.2,2018,1
1/1/2018 23:00,23,1,1616.8,20.4,5380.4,22.1,2018,1
2/1/2018 00:00,0,3,1555.5,19.6,5127.3,22,2018,1
2/1/2018 01:00,1,3,1480.9,18.2,4794,21.8,2018,1
2/1/2018 02:00,2,3,1415.2,16.6,4480.7,21.1,2018,1
2/1/2018 03:00,3,3,1373.3,15.2,4262.8,20.6,2018,1
2/1/2018 04:00,4,3,1351.2,15.2,4137,20.3,2018,1
2/1/2018 05:00,5,3,1342.6,15,4084.7,20.1,2018,1
2/1/2018 06:00,6,3,1326,15.4,4039.5,19,2018,1
2/1/2018 07:00,7,3,1297.1,16.2,4191.3,20.4,2018,1
2/1/2018 08:00,8,3,1405.5,18.6,4724.1,22,2018,1
2/1/2018 09:00,9,3,1582.2,22,5357.5,24.6,2018,1
2/1/2018 10:00,10,3,1683.8,25.2,5853.7,26.6,2018,1
2/1/2018 11:00,11,3,1771,26.4,6181.2,29.2,2018,1
2/1/2018 12:00,12,3,1843.1,29.2,6419.3,30.8,2018,1
2/1/2018 13:00,13,3,1860,28.5,6654.5,32,2018,1
2/1/2018 14:00,14,3,1885.6,28.4,6873.8,31.7,2018,1
2/1/2018 15:00,15,3,1882.9,23.4,7021.2,32.4,2018,1
2/1/2018 16:00,16,3,1875.9,23.4,7002.4,31.9,2018,1
2/1/2018 17:00,17,3,1944.7,23,6980.6,31.4,2018,1
2/1/2018 18:00,18,3,1955.4,19.6,6791.2,31.3,2018,1
2/1/2018 19:00,19,3,1923.9,17.8,6517.6,29.7,2018,1
2/1/2018 20:00,20,3,1914,17.6,6361.7,28.3,2018,1
2/1/2018 21:00,21,3,2012.1,16.6,6687.9,26.8,2018,1
2/1/2018 22:00,22,3,2057.6,15.8,6928.8,25.6,2018,1
2/1/2018 23:00,23,3,1998.7,12.6,6606.9,24.3,2018,1
3/1/2018 00:00,0,4,1890,11.6,6039.2,22.6,2018,1
3/1/2018 01:00,1,4,1817.2,10.8,5492,21.5,2018,1
3/1/2018 02:00,2,4,1716.6,11.1,5059,20.9,2018,1
3/1/2018 03:00,3,4,1652.1,10.8,4792,20.5,2018,1
3/1/2018 04:00,4,4,1627.6,9.8,4614.6,18.8,2018,1
3/1/2018 05:00,5,4,1605.5,10.3,4540.2,17.4,2018,1
3/1/2018 06:00,6,4,1563.3,10.6,4472,16.9,2018,1
3/1/2018 07:00,7,4,1510.9,12.8,4521.3,18.9,2018,1
3/1/2018 08:00,8,4,1623.8,14.6,4968,23.2,2018,1
3/1/2018 09:00,9,4,1735.8,18.2,5577.4,25,2018,1
3/1/2018 10:00,10,4,1830.1,22.1,6020.1,26.7,2018,1
3/1/2018 11:00,11,4,1911.1,23.9,6425.9,28.6,2018,1
3/1/2018 12:00,12,4,1983.1,25.7,6679.1,31.2,2018,1
3/1/2018 13:00,13,4,2029.2,27.3,7033.4,31.6,2018,1
3/1/2018 14:00,14,4,2035.7,28.5,7314,32.3,2018,1
3/1/2018 15:00,15,4,2038.7,28.8,7502.6,32.8,2018,1
3/1/2018 16:00,16,4,1973,29.6,7588.5,33.8,2018,1
3/1/2018 17:00,17,4,1990.6,30.2,7524.1,33.3,2018,1
3/1/2018 18:00,18,4,2006.3,27.3,7335.6,32.9,2018,1
3/1/2018 19:00,19,4,1993.4,24.2,7008.1,31.2,2018,1
3/1/2018 20:00,20,4,1970.8,21.5,6832.5,30,2018,1
3/1/2018 21:00,21,4,2111.2,20,7269.6,28.1,2018,1
3/1/2018 22:00,22,4,2171.3,18,7568.1,26.2,2018,1
3/1/2018 23:00,23,4,2085.9,16.4,7360.6,26.3,2018,1
4/1/2018 00:00,0,5,2006.2,16.6,6975.3,26,2018,1
4/1/2018 01:00,1,5,1895.4,15.8,6373.4,25.3,2018,1
4/1/2018 02:00,2,5,1813.4,18.4,5931.9,24.6,2018,1
4/1/2018 03:00,3,5,1738.3,17.4,5577,23.6,2018,1
4/1/2018 04:00,4,5,1689.5,17,5338.9,23.1,2018,1
4/1/2018 05:00,5,5,1691.5,17.2,5216,22.2,2018,1
4/1/2018 06:00,6,5,1637.2,18.4,5110,23,2018,1
4/1/2018 07:00,7,5,1560.1,18.8,5134.6,24.5,2018,1
4/1/2018 08:00,8,5,1635.6,21.6,5641.6,27.2,2018,1
4/1/2018 09:00,9,5,1775.1,26.5,6313.1,28.8,2018,1
4/1/2018 10:00,10,5,1886.6,27.9,6836.3,30.2,2018,1
4/1/2018 11:00,11,5,1923.2,26.9,7181.1,31.6,2018,1
4/1/2018 12:00,12,5,2039.2,26.8,7600.3,33.2,2018,1
4/1/2018 13:00,13,5,2115.7,26.5,8007,34.8,2018,1
4/1/2018 14:00,14,5,2189.7,23.4,8292.8,35.4,2018,1
4/1/2018 15:00,15,5,2179.7,24,8616.2,35.6,2018,1
4/1/2018 16:00,16,5,2161.8,25.5,8762.5,36.6,2018,1
4/1/2018 17:00,17,5,2168.1,26.5,8650.8,35.9,2018,1
4/1/2018 18:00,18,5,2144,26.4,8422.4,35.4,2018,1
4/1/2018 19:00,19,5,2116.5,22.1,8079.3,34.4,2018,1
4/1/2018 20:00,20,5,2068.3,20.7,7927.9,33.1,2018,1
4/1/2018 21:00,21,5,2144.5,19.4,8423.5,31.8,2018,1
4/1/2018 22:00,22,5,2216.9,20,8839.6,31.1,2018,1
4/1/2018 23:00,23,5,2130.4,19.8,8735.2,30.5,2018,1
5/1/2018 00:00,0,6,2095.9,19.2,8319.4,30.3,2018,1
5/1/2018 01:00,1,6,1936.9,18,7732.7,29.8,2018,1
5/1/2018 02:00,2,6,1824.4,#N/A,7199.3,29.4,2018,1
5/1/2018 03:00,3,6,1773.3,17,6761.6,28.2,2018,1
5/1/2018 04:00,4,6,1718.7,16.4,6471.1,27.8,2018,1
5/1/2018 05:00,5,6,1696.2,15.8,6238.8,26.3,2018,1
5/1/2018 06:00,6,6,1644.2,15.2,6033.7,24.8,2018,1
5/1/2018 07:00,7,6,1575.5,15.4,5749.7,22.4,2018,1
5/1/2018 08:00,8,6,1616.4,15.8,5830.4,21.4,2018,1
5/1/2018 09:00,9,6,1716.1,16.9,6057.3,22.2,2018,1
5/1/2018 10:00,10,6,1797.3,17.9,6158.8,20.4,2018,1
5/1/2018 11:00,11,6,1861,18.3,6152.6,18.8,2018,1
5/1/2018 12:00,12,6,1894.9,19.9,6113.7,19.4,2018,1
5/1/2018 13:00,13,6,1903.3,20.6,6101.2,20,2018,1
5/1/2018 14:00,14,6,1889.7,21.4,6051.9,21.2,2018,1
5/1/2018 15:00,15,6,1897.6,21.9,6041.6,21.6,2018,1
5/1/2018 16:00,16,6,1889.4,22.2,5963.8,20.4,2018,1
5/1/2018 17:00,17,6,1912.9,23.1,5840.1,19.8,2018,1
5/1/2018 18:00,18,6,1930.4,19.8,5689.9,20,2018,1
5/1/2018 19:00,19,6,1883,19,5523.4,20.4,2018,1
5/1/2018 20:00,20,6,1866.3,18,5487.9,19.8,2018,1
5/1/2018 21:00,21,6,1937.7,16.7,5849.1,19.4,2018,1
5/1/2018 22:00,22,6,2005.1,15.8,5923.1,19.1,2018,1
5/1/2018 23:00,23,6,1897.9,#N/A,5601.1,18.8,2018,1
6/1/2018 00:00,0,7,1833.6,14.1,5214.8,18.1,2018,1
6/1/2018 01:00,1,7,1719.3,13.1,4849.6,17.4,2018,1
6/1/2018 02:00,2,7,1625.6,11,4532.1,18,2018,1
6/1/2018 03:00,3,7,1572,9.6,4299.6,17.5,2018,1
6/1/2018 04:00,4,7,1544.4,9,4149.2,17.1,2018,1
6/1/2018 05:00,5,7,1512.5,9,4044.9,16.8,2018,1
6/1/2018 06:00,6,7,1462.3,9.3,3895.8,15.8,2018,1
6/1/2018 07:00,7,7,1391.1,10.6,3714,16.5,2018,1
6/1/2018 08:00,8,7,1436.9,15.8,3886.9,20.4,2018,1
6/1/2018 09:00,9,7,1551.8,18.5,4180.5,22.4,2018,1
6/1/2018 10:00,10,7,1634,20,4484,23.4,2018,1
6/1/2018 11:00,11,7,1683.8,21.4,4694.3,23.9,2018,1
6/1/2018 12:00,12,7,1696.8,22.3,4843.9,25,2018,1
6/1/2018 13:00,13,7,1692,23.1,4953.9,25,2018,1
6/1/2018 14:00,14,7,1654.8,21.6,4981.8,25.2,2018,1
6/1/2018 15:00,15,7,1662.8,21.2,4942.1,25.9,2018,1
6/1/2018 16:00,16,7,1649.7,21.9,4923.7,25.8,2018,1
6/1/2018 17:00,17,7,1684.1,21.4,4942.2,24.4,2018,1
6/1/2018 18:00,18,7,1693.9,20.6,4970.6,24.4,2018,1
6/1/2018 19:00,19,7,1717.9,20.5,4923.2,24.1,2018,1
6/1/2018 20:00,20,7,1720.8,19.3,4929.6,23.6,2018,1
6/1/2018 21:00,21,7,1858.1,17.9,5417.8,23,2018,1
6/1/2018 22:00,22,7,1875.5,18.1,5586.2,22.9,2018,1
6/1/2018 23:00,23,7,1828.4,17.8,5349.1,23.3,2018,1
7/1/2018 00:00,0,1,1754.8,17.5,5056,22.5,2018,1
7/1/2018 01:00,1,1,1672,17.2,4743,22.6,2018,1
7/1/2018 02:00,2,1,1575.6,15.5,4457.1,21.9,2018,1
7/1/2018 03:00,3,1,1486.6,15.2,4225.1,21.3,2018,1
7/1/2018 04:00,4,1,1443.2,14.3,4053.7,20.4,2018,1
7/1/2018 05:00,5,1,1426.8,14.2,3940.5,19.5,2018,1
7/1/2018 06:00,6,1,1347.7,14.8,3751.7,18.8,2018,1
7/1/2018 07:00,7,1,1261.9,14.9,3480.7,19.1,2018,1
7/1/2018 08:00,8,1,1225.5,17.5,3562.9,20,2018,1
7/1/2018 09:00,9,1,1320.7,19.6,3772.6,22.9,2018,1
7/1/2018 10:00,10,1,1389.6,22.6,4014.5,24.9,2018,1
7/1/2018 11:00,11,1,1455.4,24.5,4230.6,27.2,2018,1
7/1/2018 12:00,12,1,1513.5,25.5,4439.1,28.8,2018,1
7/1/2018 13:00,13,1,1605.3,25.2,4705.8,30.2,2018,1
7/1/2018 14:00,14,1,1624.5,24.4,4915.9,31.6,2018,1
7/1/2018 15:00,15,1,1630.3,23.9,5040.8,32.6,2018,1
7/1/2018 16:00,16,1,1616.5,23.8,5134.1,32.7,2018,1
7/1/2018 17:00,17,1,1635.2,23.1,5217,30.9,2018,1
7/1/2018 18:00,18,1,1641,22.4,5227.9,31,2018,1
7/1/2018 19:00,19,1,1639.4,20.9,5242,29.8,2018,1
7/1/2018 20:00,20,1,1640,20.1,5350.8,28.8,2018,1
7/1/2018 21:00,21,1,1820.1,19.6,5897.8,27.4,2018,1
7/1/2018 22:00,22,1,1926.9,19.2,6410.1,26.7,2018,1
7/1/2018 23:00,23,1,1883.1,19.4,6360.7,26.2,2018,1
8/1/2018 00:00,0,2,1817.3,18.2,6080,25.7,2018,1
8/1/2018 01:00,1,2,1725.2,18.8,5683.5,25.1,2018,1
8/1/2018 02:00,2,2,1643.9,18.2,5310.1,25,2018,1
8/1/2018 03:00,3,2,1608.1,16.4,5008.5,24.1,2018,1
8/1/2018 04:00,4,2,1572.6,14.8,4830.5,23,2018,1
8/1/2018 05:00,5,2,1560.8,15.4,4752.4,23.6,2018,1
8/1/2018 06:00,6,2,1503.4,15.6,4683.7,23.6,2018,1
8/1/2018 07:00,7,2,1443.3,18,4730.1,24.3,2018,1
8/1/2018 08:00,8,2,1519.5,21.2,5235.4,25.3,2018,1
8/1/2018 09:00,9,2,1635.8,25.6,5786.2,27,2018,1
8/1/2018 10:00,10,2,1692.2,28.2,6276.1,28.4,2018,1
8/1/2018 11:00,11,2,1743.5,25.8,6608.5,29.7,2018,1
8/1/2018 12:00,12,2,1830.6,25.5,6944.5,31.5,2018,1
8/1/2018 13:00,13,2,1905.1,26,7251.8,31.7,2018,1
8/1/2018 14:00,14,2,1934,26.2,7528.3,32.6,2018,1
8/1/2018 15:00,15,2,1943.5,27.6,7389.9,31.8,2018,1
8/1/2018 16:00,16,2,2011.5,27,7905.1,33,2018,1
8/1/2018 17:00,17,2,2016.6,26.7,7923.5,32.4,2018,1
8/1/2018 18:00,18,2,1980.4,25.7,7673.7,32.1,2018,1
8/1/2018 19:00,19,2,1972.8,24.8,7342.2,31.6,2018,1
8/1/2018 20:00,20,2,1966.9,22.5,7160.7,30.1,2018,1
8/1/2018 21:00,21,2,2034,22.2,7560.1,28.5,2018,1
8/1/2018 22:00,22,2,2166.2,22.3,7983.3,28,2018,1
8/1/2018 23:00,23,2,2107.3,22.5,7822.1,26.6,2018,1
9/1/2018 00:00,0,3,2036.7,21.8,7486.5,26.3,2018,1
9/1/2018 01:00,1,3,1975.5,20.4,6913.3,26.6,2018,1
9/1/2018 02:00,2,3,1865.6,19.4,6409.6,26.3,2018,1
9/1/2018 03:00,3,3,1779.3,18.8,6004,25.6,2018,1
9/1/2018 04:00,4,3,1736.4,17.8,5752.8,24.9,2018,1
9/1/2018 05:00,5,3,1713.5,18.6,5583.8,24.6,2018,1
9/1/2018 06:00,6,3,1676.1,17.4,5393.8,23.9,2018,1
9/1/2018 07:00,7,3,1603.9,18.8,5308.1,24,2018,1
9/1/2018 08:00,8,3,1692.4,22.4,5705.6,24,2018,1
9/1/2018 09:00,9,3,1784.5,24.9,6238.3,24.9,2018,1
9/1/2018 10:00,10,3,1925.5,27.4,6691.5,26.4,2018,1
9/1/2018 11:00,11,3,1984.1,28.9,6981.4,26.4,2018,1
9/1/2018 12:00,12,3,2004.6,30.5,6898.5,28,2018,1
9/1/2018 13:00,13,3,2073,31.3,7455.4,29.9,2018,1
9/1/2018 14:00,14,3,2127.2,32.1,7784.8,30.6,2018,1
9/1/2018 15:00,15,3,2138.1,32.4,8021.6,31.8,2018,1
9/1/2018 16:00,16,3,2165.4,28.7,8090.5,31.8,2018,1
9/1/2018 17:00,17,3,2180.6,27.6,8000.8,31,2018,1
9/1/2018 18:00,18,3,2170.1,27.2,7744.4,29,2018,1
9/1/2018 19:00,19,3,2094.4,25.5,7332.3,28.4,2018,1
9/1/2018 20:00,20,3,2044.4,23.6,7061.7,26.6,2018,1
9/1/2018 21:00,21,3,2136.8,22.1,7414.3,26.2,2018,1
9/1/2018 22:00,22,3,2223.4,21.3,7877.7,26,2018,1
9/1/2018 23:00,23,3,2161,19.6,7859.7,27.6,2018,1
10/1/2018 00:00,0,4,2034.3,20.1,7492.2,27.1,2018,1
10/1/2018 01:00,1,4,1928.2,19.9,6900.2,26.2,2018,1
10/1/2018 02:00,2,4,1817,20.2,6374.9,25.5,2018,1
10/1/2018 03:00,3,4,1738.4,20,6029.3,24.8,2018,1
10/1/2018 04:00,4,4,1718.8,19.5,5809.5,24.2,2018,1
10/1/2018 05:00,5,4,1720.9,19.2,5662.7,24.1,2018,1
10/1/2018 06:00,6,4,1648.9,18.6,5555.3,24,2018,1
10/1/2018 07:00,7,4,1606.7,19.5,5516.8,24.3,2018,1
10/1/2018 08:00,8,4,1674.7,21.6,5947.3,25.2,2018,1
10/1/2018 09:00,9,4,1805.4,22.6,6504.5,26.2,2018,1
10/1/2018 10:00,10,4,1956.2,24.9,7053.7,27,2018,1
10/1/2018 11:00,11,4,2055.9,24.5,7461.9,28.6,2018,1
10/1/2018 12:00,12,4,2142.2,24.6,7839.1,30.6,2018,1
10/1/2018 13:00,13,4,2224.3,24.8,8274.2,31.3,2018,1
10/1/2018 14:00,14,4,2277,25.2,8661,32.2,2018,1
10/1/2018 15:00,15,4,2291.2,25,8915.9,33,2018,1
10/1/2018 16:00,16,4,2277.2,24.9,8786.2,33.8,2018,1
10/1/2018 17:00,17,4,2282.7,24.2,8831.1,33,2018,1
10/1/2018 18:00,18,4,2231.7,24,8547.4,32,2018,1
10/1/2018 19:00,19,4,2170.9,23.2,8165.7,30.6,2018,1
10/1/2018 20:00,20,4,2135.8,22.2,7909.7,28.9,2018,1
10/1/2018 21:00,21,4,2228.5,21.5,8292,28.4,2018,1
10/1/2018 22:00,22,4,2315.4,21.3,8663.5,28.6,2018,1
10/1/2018 23:00,23,4,2256.2,21.2,8541.6,28.8,2018,1
11/1/2018 00:00,0,5,2169.3,20.9,8270.4,29,2018,1
11/1/2018 01:00,1,5,2084.2,20.4,7728.3,28.3,2018,1
11/1/2018 02:00,2,5,1983.5,20.4,7217.4,27.6,2018,1
11/1/2018 03:00,3,5,1916.8,19.6,6883.7,27.7,2018,1
11/1/2018 04:00,4,5,1870.5,18.6,6668.4,27.8,2018,1
11/1/2018 05:00,5,5,1848.4,18,6480.1,27.3,2018,1
11/1/2018 06:00,6,5,1809.5,17.9,6300.4,26.8,2018,1
11/1/2018 07:00,7,5,1741.4,#N/A,6205.3,27,2018,1
11/1/2018 08:00,8,5,1804,22.6,6663.6,28.2,2018,1
11/1/2018 09:00,9,5,1949.3,24.9,7280.3,29.8,2018,1
11/1/2018 10:00,10,5,2082.6,24.9,7853.8,31.7,2018,1
11/1/2018 11:00,11,5,2203.1,26.6,8291.9,33.9,2018,1
11/1/2018 12:00,12,5,2313.3,27,8774.9,35,2018,1
11/1/2018 13:00,13,5,2187.6,27.3,8349.4,34.4,2018,1
11/1/2018 14:00,14,5,2218.1,27.4,8344.8,36,2018,1
11/1/2018 15:00,15,5,2207.6,26,8154.9,36.7,2018,1
11/1/2018 16:00,16,5,2331.8,23.9,8789.5,36.5,2018,1
11/1/2018 17:00,17,5,2247.8,22.8,8765.7,36.4,2018,1
11/1/2018 18:00,18,5,2210,22.6,8823.3,34.8,2018,1
11/1/2018 19:00,19,5,2128.2,22.3,8393.7,33.4,2018,1
11/1/2018 20:00,20,5,2085.8,21.2,8276.9,31.6,2018,1
11/1/2018 21:00,21,5,2231.7,20.6,8759.6,30.8,2018,1
11/1/2018 22:00,22,5,2264.7,21.8,8511.6,30.8,2018,1
11/1/2018 23:00,23,5,2220.3,21.8,8804.6,29.1,2018,1
12/1/2018 00:00,0,6,2161.2,22,8531.1,29.5,2018,1
12/1/2018 01:00,1,6,2033.6,21,7952.7,28.6,2018,1
12/1/2018 02:00,2,6,1962.9,20.8,7493.3,28.3,2018,1
12/1/2018 03:00,3,6,1900.2,20.4,7187.5,29.3,2018,1
12/1/2018 04:00,4,6,1856,20.6,6973.3,28.4,2018,1
12/1/2018 05:00,5,6,1823.9,20.2,6802.9,28.1,2018,1
12/1/2018 06:00,6,6,1778.5,20,6682.1,27.8,2018,1
12/1/2018 07:00,7,6,1688.7,21,6546.5,27.7,2018,1
12/1/2018 08:00,8,6,1745.2,21,6927,28.2,2018,1
12/1/2018 09:00,9,6,1874.8,25.5,7458.4,30.6,2018,1
12/1/2018 10:00,10,6,1995.6,26.6,7991.6,31.9,2018,1
12/1/2018 11:00,11,6,2099.5,28,8411.9,30.5,2018,1
12/1/2018 12:00,12,6,2158,29.2,8600.7,30.6,2018,1
12/1/2018 13:00,13,6,2178.2,29.6,8781.7,31.5,2018,1
12/1/2018 14:00,14,6,2204.6,28.2,8904.6,33.4,2018,1
12/1/2018 15:00,15,6,2182.7,28.1,8938.1,32.4,2018,1
12/1/2018 16:00,16,6,2169.6,27.9,8836.3,29.6,2018,1
12/1/2018 17:00,17,6,2198.3,28.6,8600.4,29.7,2018,1
12/1/2018 18:00,18,6,2196.4,28.7,8315.1,29,2018,1
12/1/2018 19:00,19,6,2152.9,28,7719.7,26.4,2018,1
12/1/2018 20:00,20,6,2084.5,25.2,7232.5,26.2,2018,1
12/1/2018 21:00,21,6,2179.4,25.6,7528.5,26.1,2018,1
12/1/2018 22:00,22,6,2247.2,25.3,7789.9,25.5,2018,1
12/1/2018 23:00,23,6,2147.5,24.2,7557.9,24.4,2018,1
13/1/2018 00:00,0,7,2075.5,23.8,7096.2,24.4,2018,1
13/1/2018 01:00,1,7,1958.2,23.3,6705.2,24.8,2018,1
13/1/2018 02:00,2,7,1839.4,22.2,6436.2,25.1,2018,1
13/1/2018 03:00,3,7,1763.4,21.8,6143.3,24.4,2018,1
13/1/2018 04:00,4,7,1721.7,21.8,5908.4,23.4,2018,1
13/1/2018 05:00,5,7,1665.4,21.5,5742,22.7,2018,1
13/1/2018 06:00,6,7,1593.9,22.1,5552.8,23,2018,1
13/1/2018 07:00,7,7,1528.9,21.2,5245,24.8,2018,1
13/1/2018 08:00,8,7,1573,20,5351.2,25.2,2018,1
13/1/2018 09:00,9,7,1659.4,20.5,5699.1,27,2018,1
13/1/2018 10:00,10,7,1721.9,21.2,6177.8,27.8,2018,1
13/1/2018 11:00,11,7,1806.9,21.2,6536.5,28.2,2018,1
13/1/2018 12:00,12,7,1835.2,21.5,6858.9,29.8,2018,1
13/1/2018 13:00,13,7,1843.5,21.2,7082.9,28.9,2018,1
13/1/2018 14:00,14,7,1832.7,20.6,7064,28,2018,1
13/1/2018 15:00,15,7,1805.7,20.7,7026.6,29.6,2018,1
13/1/2018 16:00,16,7,1769.6,19.8,6926.5,29,2018,1
13/1/2018 17:00,17,7,1751.3,19.2,6513.2,24,2018,1
13/1/2018 18:00,18,7,1752.2,19.1,6279.3,23.7,2018,1
13/1/2018 19:00,19,7,1735.2,19,6072.4,23.8,2018,1
13/1/2018 20:00,20,7,1710.9,18.7,5953.7,22.8,2018,1
13/1/2018 21:00,21,7,1812.2,18.6,6222.4,21.8,2018,1
13/1/2018 22:00,22,7,1840.8,18.1,6121.6,20.7,2018,1
13/1/2018 23:00,23,7,1771.5,17.7,5725,19.9,2018,1
14/1/2018 00:00,0,1,1702.7,17.4,5357.4,19.8,2018,1
14/1/2018 01:00,1,1,1620.2,17.2,5031,19.4,2018,1
14/1/2018 02:00,2,1,1544.8,17.2,4726.3,19,2018,1
14/1/2018 03:00,3,1,1463.2,17.4,4489,18.9,2018,1
14/1/2018 04:00,4,1,1429.2,17.3,4341.2,19,2018,1
14/1/2018 05:00,5,1,1410.3,17.1,4208.8,18.8,2018,1
14/1/2018 06:00,6,1,1366.9,17.3,4100.6,17.8,2018,1
14/1/2018 07:00,7,1,1246,17.3,3820.4,16.9,2018,1
14/1/2018 08:00,8,1,1245.7,17.6,3700.1,16.6,2018,1
14/1/2018 09:00,9,1,1281.4,17.7,3759.1,16.8,2018,1
14/1/2018 10:00,10,1,1335,17.8,3906.4,17.5,2018,1
14/1/2018 11:00,11,1,1372.6,17.9,4062.6,18,2018,1
14/1/2018 12:00,12,1,1413.4,18.1,4194.6,19,2018,1
14/1/2018 13:00,13,1,1437.5,18.7,4323.7,19.2,2018,1
14/1/2018 14:00,14,1,1438.9,18.8,4372.8,20,2018,1
14/1/2018 15:00,15,1,1417,18.9,4269.5,19.2,2018,1
14/1/2018 16:00,16,1,1407.2,18.5,4186.7,19.8,2018,1
14/1/2018 17:00,17,1,1433.7,18.2,4174.7,20.1,2018,1
14/1/2018 18:00,18,1,1439.9,18.2,4218.3,20.5,2018,1
14/1/2018 19:00,19,1,1454.1,17.9,4304.1,18.2,2018,1
14/1/2018 20:00,20,1,1489.7,17.6,4423.9,18.4,2018,1
14/1/2018 21:00,21,1,1656.5,17.2,4945.2,18.3,2018,1
14/1/2018 22:00,22,1,1745.5,17,5171,18.2,2018,1
14/1/2018 23:00,23,1,1686.8,16.2,4976,18,2018,1
15/1/2018 00:00,0,2,1631.1,16.4,4641.6,17.7,2018,1
15/1/2018 01:00,1,2,1571.9,16,4287.9,16.9,2018,1
15/1/2018 02:00,2,2,1504.9,15.6,3997.8,16.4,2018,1
15/1/2018 03:00,3,2,1449.7,15.8,3790.9,16.3,2018,1
15/1/2018 04:00,4,2,1417.9,12.4,3721.7,16.1,2018,1
15/1/2018 05:00,5,2,1405,11.8,3727.8,15.8,2018,1
15/1/2018 06:00,6,2,1366.8,12.2,3829.4,16,2018,1
15/1/2018 07:00,7,2,1315.2,13.8,3917.4,16.5,2018,1
15/1/2018 08:00,8,2,1368.7,16.2,4288.1,16.9,2018,1
15/1/2018 09:00,9,2,1424.9,18.3,4745.5,18.6,2018,1
15/1/2018 10:00,10,2,1507.6,19.7,5164.9,21.4,2018,1
15/1/2018 11:00,11,2,1571.4,19.6,5451.7,23,2018,1
15/1/2018 12:00,12,2,1599.1,20.4,5664.3,25.4,2018,1
15/1/2018 13:00,13,2,1650.2,20.5,5834.6,25.9,2018,1
15/1/2018 14:00,14,2,1666.7,20.3,5955.4,27,2018,1
15/1/2018 15:00,15,2,1660.6,20.2,6033.9,27.1,2018,1
15/1/2018 16:00,16,2,1672.2,19.4,6057.5,26.9,2018,1
15/1/2018 17:00,17,2,1693.1,19.9,6059.6,26,2018,1
15/1/2018 18:00,18,2,1715.6,19.5,5923,25.4,2018,1
15/1/2018 19:00,19,2,1712.4,18.8,5699.7,24.2,2018,1
15/1/2018 20:00,20,2,1707.5,17.7,5588.6,22,2018,1
15/1/2018 21:00,21,2,1827,15.8,6070.2,22.5,2018,1
15/1/2018 22:00,22,2,1917.3,15,6259.6,22.4,2018,1
15/1/2018 23:00,23,2,1874,14,5928,22.2,2018,1
16/1/2018 00:00,0,3,1793.5,12.8,5471.8,22.1,2018,1
16/1/2018 01:00,1,3,1696.6,12.1,5024.2,22.1,2018,1
16/1/2018 02:00,2,3,1609.1,11.3,4681.4,22,2018,1
16/1/2018 03:00,3,3,1562.6,9.6,4457.6,21.6,2018,1
16/1/2018 04:00,4,3,1526.6,10.2,4345.8,21.4,2018,1
16/1/2018 05:00,5,3,1524.5,10.3,4296.2,21.1,2018,1
16/1/2018 06:00,6,3,1505.5,10.2,4336.9,20.8,2018,1
16/1/2018 07:00,7,3,1445.7,12.2,4379.2,21.8,2018,1
16/1/2018 08:00,8,3,1525.1,15.7,4842.5,21.9,2018,1
16/1/2018 09:00,9,3,1647.8,19.1,5411.7,23.5,2018,1
16/1/2018 10:00,10,3,1736.6,21.2,5902.2,25,2018,1
16/1/2018 11:00,11,3,1799.8,22.7,6185.5,25.4,2018,1
16/1/2018 12:00,12,3,1874.5,23.5,6430.4,27.1,2018,1
16/1/2018 13:00,13,3,1910.9,24,6651.7,28.2,2018,1
16/1/2018 14:00,14,3,1934.3,24.5,6801.3,29,2018,1
