,Hora,Tipo Dia,Energia PBA,Clima PBA,Energia GBA,Año,Mes,Trim
8094,6.0,3.0,1447.212,14.7,3755.406,2018.0,12.0,4.0
8095,7.0,3.0,1415.476,14.8,4002.49,2018.0,12.0,4.0
8096,8.0,3.0,1477.993,16.5,4518.021,2018.0,12.0,4.0
8097,9.0,3.0,1598.41,18.6,4927.046,2018.0,12.0,4.0
8098,10.0,3.0,1663.06,18.7,5204.982,2018.0,12.0,4.0
8099,11.0,3.0,1681.223,21.2,5391.177,2018.0,12.0,4.0
8100,12.0,3.0,1732.116,23.0,5505.845,2018.0,12.0,4.0
8101,13.0,3.0,1735.512,23.4,5600.876,2018.0,12.0,4.0
8102,14.0,3.0,1725.171,22.2,5615.704,2018.0,12.0,4.0
8103,15.0,3.0,1742.439,22.4,5613.484,2018.0,12.0,4.0
8104,16.0,3.0,1721.978,22.2,5575.363,2018.0,12.0,4.0
8105,17.0,3.0,1770.168,21.6,5498.798,2018.0,12.0,4.0
8106,18.0,3.0,1761.368,21.2,5400.543,2018.0,12.0,4.0
8107,19.0,3.0,1713.521,20.1,5283.283,2018.0,12.0,4.0
8108,20.0,3.0,1757.247,19.2,5314.171,2018.0,12.0,4.0
8109,21.0,3.0,1938.605,19.2,5914.01,2018.0,12.0,4.0
8110,22.0,3.0,1955.862,18.3,5928.496,2018.0,12.0,4.0
8111,23.0,3.0,1845.802,17.5,5482.357,2018.0,12.0,4.0
8112,0.0,4.0,1742.751,16.9,5021.366,2018.0,12.0,4.0
8113,1.0,4.0,1625.18,16.6,4492.456,2018.0,12.0,4.0
8114,2.0,4.0,1584.588,16.1,4083.117,2018.0,12.0,4.0
8115,3.0,4.0,1541.552,15.3,3887.762,2018.0,12.0,4.0
8116,4.0,4.0,1525.925,15.0,3800.902,2018.0,12.0,4.0
8117,5.0,4.0,1510.622,14.8,3804.052,2018.0,12.0,4.0
8118,6.0,4.0,1454.934,14.4,3770.937,2018.0,12.0,4.0
8119,7.0,4.0,1452.952,15.4,4041.662,2018.0,12.0,4.0
8120,8.0,4.0,1542.502,17.8,4578.001,2018.0,12.0,4.0
8121,9.0,4.0,1606.055,19.6,4996.271,2018.0,12.0,4.0
8122,10.0,4.0,1691.573,21.2,5242.019,2018.0,12.0,4.0
8123,11.0,4.0,1760.171,22.3,5459.769,2018.0,12.0,4.0
8124,12.0,4.0,1784.841,23.0,5571.429,2018.0,12.0,4.0
8125,13.0,4.0,1778.345,23.7,5624.108,2018.0,12.0,4.0
8126,14.0,4.0,1754.327,24.0,5681.06,2018.0,12.0,4.0
8127,15.0,4.0,1751.659,24.4,5684.848,2018.0,12.0,4.0
8128,16.0,4.0,1748.088,24.0,5631.072,2018.0,12.0,4.0
8129,17.0,4.0,1738.781,22.7,5571.855,2018.0,12.0,4.0
8130,18.0,4.0,1750.594,21.8,5470.245,2018.0,12.0,4.0
8131,19.0,4.0,1727.754,20.8,5360.126,2018.0,12.0,4.0
8132,20.0,4.0,1745.89,20.2,5428.738,2018.0,12.0,4.0
8133,21.0,4.0,1910.19,19.9,5981.313,2018.0,12.0,4.0
8134,22.0,4.0,1942.067,19.7,5970.572,2018.0,12.0,4.0
8135,23.0,4.0,1810.289,19.0,5519.755,2018.0,12.0,4.0
8136,0.0,5.0,1743.221,18.2,5045.473,2018.0,12.0,4.0
8137,1.0,5.0,1674.175,17.3,4510.497,2018.0,12.0,4.0
8138,2.0,5.0,1579.369,16.6,4127.567,2018.0,12.0,4.0
8139,3.0,5.0,1537.806,15.5,3923.391,2018.0,12.0,4.0
8140,4.0,5.0,1537.934,15.0,3827.213,2018.0,12.0,4.0
8141,5.0,5.0,1530.542,14.6,3825.399,2018.0,12.0,4.0
8142,6.0,5.0,1430.668,14.1,3815.118,2018.0,12.0,4.0
8143,7.0,5.0,1421.458,13.8,4021.79,2018.0,12.0,4.0
8144,8.0,5.0,1515.308,14.8,4509.099,2018.0,12.0,4.0
8145,9.0,5.0,1607.16,15.5,4857.505,2018.0,12.0,4.0
8146,10.0,5.0,1666.416,17.2,5123.563,2018.0,12.0,4.0
8147,11.0,5.0,1691.8,18.2,5279.133,2018.0,12.0,4.0
8148,12.0,5.0,1681.247,18.7,5385.34,2018.0,12.0,4.0
8149,13.0,5.0,1658.428,20.3,5418.195,2018.0,12.0,4.0
8150,14.0,5.0,1653.942,21.2,5413.426,2018.0,12.0,4.0
8151,15.0,5.0,1642.791,21.8,5380.63,2018.0,12.0,4.0
8152,16.0,5.0,1651.926,21.9,5340.788,2018.0,12.0,4.0
8153,17.0,5.0,1663.756,20.6,5263.961,2018.0,12.0,4.0
8154,18.0,5.0,1657.011,19.2,5176.069,2018.0,12.0,4.0
8155,19.0,5.0,1656.152,18.2,5083.451,2018.0,12.0,4.0
8156,20.0,5.0,1697.793,17.2,5158.008,2018.0,12.0,4.0
8157,21.0,5.0,1851.896,16.7,5783.693,2018.0,12.0,4.0
8158,22.0,5.0,1884.123,16.0,5819.27,2018.0,12.0,4.0
8159,23.0,5.0,1812.183,15.0,5382.959,2018.0,12.0,4.0
8160,0.0,6.0,1704.989,14.1,4919.205,2018.0,12.0,4.0
8161,1.0,6.0,1622.917,13.9,4442.386,2018.0,12.0,4.0
8162,2.0,6.0,1539.63,13.3,4080.726,2018.0,12.0,4.0
8163,3.0,6.0,1491.337,12.8,3866.171,2018.0,12.0,4.0
8164,4.0,6.0,1466.238,12.3,3768.473,2018.0,12.0,4.0
8165,5.0,6.0,1481.26,11.6,3772.186,2018.0,12.0,4.0
8166,6.0,6.0,1408.637,11.3,3722.956,2018.0,12.0,4.0
8167,7.0,6.0,1394.53,12.9,3969.111,2018.0,12.0,4.0
8168,8.0,6.0,1461.548,16.2,4469.503,2018.0,12.0,4.0
8169,9.0,6.0,1530.759,17.6,4861.002,2018.0,12.0,4.0
8170,10.0,6.0,1608.287,18.9,5121.765,2018.0,12.0,4.0
8171,11.0,6.0,1633.064,19.4,5208.683,2018.0,12.0,4.0
8172,12.0,6.0,1676.109,20.2,5373.038,2018.0,12.0,4.0
8173,13.0,6.0,1657.295,20.4,5394.121,2018.0,12.0,4.0
8174,14.0,6.0,1654.491,21.6,5388.308,2018.0,12.0,4.0
8175,15.0,6.0,1638.452,21.8,5367.564,2018.0,12.0,4.0
8176,16.0,6.0,1646.079,21.7,5314.734,2018.0,12.0,4.0
8177,17.0,6.0,1657.063,22.3,5257.624,2018.0,12.0,4.0
8178,18.0,6.0,1652.558,22.2,5174.928,2018.0,12.0,4.0
8179,19.0,6.0,1650.041,20.2,5055.046,2018.0,12.0,4.0
8180,20.0,6.0,1655.625,19.4,5111.043,2018.0,12.0,4.0
8181,21.0,6.0,1791.369,19.0,5594.511,2018.0,12.0,4.0
8182,22.0,6.0,1821.151,18.6,5592.081,2018.0,12.0,4.0
8183,23.0,6.0,1714.13,17.5,5237.931,2018.0,12.0,4.0
8184,0.0,1.0,1637.065,18.6,4861.899,2018.0,12.0,4.0
8185,1.0,1.0,1549.581,18.8,4447.943,2018.0,12.0,4.0
8186,2.0,1.0,1443.042,17.7,4105.489,2018.0,12.0,4.0
8187,3.0,1.0,1370.585,17.0,3872.632,2018.0,12.0,4.0
8188,4.0,1.0,1336.279,16.8,3724.684,2018.0,12.0,4.0
8189,5.0,1.0,1311.593,16.4,3642.104,2018.0,12.0,4.0
8190,6.0,1.0,1205.146,16.7,3383.185,2018.0,12.0,4.0
8191,7.0,1.0,1135.381,17.1,3241.528,2018.0,12.0,4.0
8192,8.0,1.0,1174.728,18.8,3414.427,2018.0,12.0,4.0
8193,9.0,1.0,1241.127,20.2,3723.277,2018.0,12.0,4.0
8194,10.0,1.0,1320.09,22.4,4029.061,2018.0,12.0,4.0
8195,11.0,1.0,1362.895,23.8,4227.794,2018.0,12.0,4.0
8196,12.0,1.0,1382.839,24.8,4373.484,2018.0,12.0,4.0
8197,13.0,1.0,1400.129,25.0,4518.185,2018.0,12.0,4.0
8198,14.0,1.0,1389.014,25.6,4563.489,2018.0,12.0,4.0
8199,15.0,1.0,1374.931,26.8,4511.782,2018.0,12.0,4.0
8200,16.0,1.0,1381.163,27.1,4492.599,2018.0,12.0,4.0
8201,17.0,1.0,1399.888,27.6,4512.752,2018.0,12.0,4.0
8202,18.0,1.0,1424.495,26.0,4547.108,2018.0,12.0,4.0
8203,19.0,1.0,1432.497,24.7,4574.182,2018.0,12.0,4.0
8204,20.0,1.0,1455.332,23.5,4682.452,2018.0,12.0,4.0
8205,21.0,1.0,1619.358,22.5,5236.889,2018.0,12.0,4.0
8206,22.0,1.0,1644.973,21.6,5319.053,2018.0,12.0,4.0
8207,23.0,1.0,1575.892,22.7,5065.91,2018.0,12.0,4.0
8208,0.0,1.0,1497.581,22.8,4743.811,2018.0,12.0,4.0
8209,1.0,1.0,1411.266,22.8,4402.377,2018.0,12.0,4.0
8210,2.0,1.0,1327.668,22.4,4088.474,2018.0,12.0,4.0
8211,3.0,1.0,1272.714,21.8,3857.449,2018.0,12.0,4.0
8212,4.0,1.0,1242.424,21.2,3702.173,2018.0,12.0,4.0
8213,5.0,1.0,1228.014,20.4,3602.526,2018.0,12.0,4.0
8214,6.0,1.0,1145.887,20.0,3393.323,2018.0,12.0,4.0
8215,7.0,1.0,1080.539,20.5,3252.645,2018.0,12.0,4.0
8216,8.0,1.0,1138.195,22.8,3367.777,2018.0,12.0,4.0
8217,9.0,1.0,1190.212,23.4,3608.433,2018.0,12.0,4.0
8218,10.0,1.0,1275.55,26.2,3917.667,2018.0,12.0,4.0
8219,11.0,1.0,1316.998,27.4,4200.5,2018.0,12.0,4.0
8220,12.0,1.0,1350.926,28.2,4415.278,2018.0,12.0,4.0
8221,13.0,1.0,1395.496,28.2,4613.233,2018.0,12.0,4.0
8222,14.0,1.0,1382.961,28.4,4689.362,2018.0,12.0,4.0
8223,15.0,1.0,1412.798,28.8,4665.919,2018.0,12.0,4.0
8224,16.0,1.0,1399.841,27.2,4645.943,2018.0,12.0,4.0
8225,17.0,1.0,1412.915,22.4,4538.888,2018.0,12.0,4.0
8226,18.0,1.0,1411.25,21.2,4418.419,2018.0,12.0,4.0
8227,19.0,1.0,1414.878,19.4,4520.322,2018.0,12.0,4.0
8228,20.0,1.0,1451.896,18.6,4735.431,2018.0,12.0,4.0
8229,21.0,1.0,1617.132,19.4,5173.352,2018.0,12.0,4.0
8230,22.0,1.0,1658.086,19.5,5262.718,2018.0,12.0,4.0
8231,23.0,1.0,1590.414,19.1,5000.527,2018.0,12.0,4.0
8232,0.0,2.0,1562.835,18.4,4608.411,2018.0,12.0,4.0
8233,1.0,2.0,1471.935,18.1,4197.949,2018.0,12.0,4.0
8234,2.0,2.0,1408.763,17.7,3891.917,2018.0,12.0,4.0
8235,3.0,2.0,1379.166,17.0,3719.69,2018.0,12.0,4.0
8236,4.0,2.0,1369.643,16.8,3646.133,2018.0,12.0,4.0
8237,5.0,2.0,1372.632,16.5,3658.005,2018.0,12.0,4.0
8238,6.0,2.0,1306.465,16.4,3652.479,2018.0,12.0,4.0
8239,7.0,2.0,1299.458,18.2,3920.883,2018.0,12.0,4.0
8240,8.0,2.0,1435.178,20.4,4489.815,2018.0,12.0,4.0
8241,9.0,2.0,1523.516,22.9,5050.179,2018.0,12.0,4.0
8242,10.0,2.0,1601.366,25.0,5499.221,2018.0,12.0,4.0
8243,11.0,2.0,1715.18,27.4,5791.529,2018.0,12.0,4.0
8244,12.0,2.0,1768.639,28.6,6051.741,2018.0,12.0,4.0
8245,13.0,2.0,1823.926,28.3,6235.196,2018.0,12.0,4.0
8246,14.0,2.0,1811.416,29.1,6380.602,2018.0,12.0,4.0
8247,15.0,2.0,1830.157,29.6,6465.682,2018.0,12.0,4.0
8248,16.0,2.0,1834.938,29.7,6518.701,2018.0,12.0,4.0
8249,17.0,2.0,1850.647,29.6,6446.332,2018.0,12.0,4.0
8250,18.0,2.0,1835.394,29.2,6298.034,2018.0,12.0,4.0
8251,19.0,2.0,1789.111,28.3,6047.802,2018.0,12.0,4.0
8252,20.0,2.0,1790.633,26.6,5985.485,2018.0,12.0,4.0
8253,21.0,2.0,1935.778,25.6,6535.476,2018.0,12.0,4.0
8254,22.0,2.0,1929.207,25.5,6620.063,2018.0,12.0,4.0
8255,23.0,2.0,1861.343,25.4,6285.316,2018.0,12.0,4.0
8256,0.0,3.0,1775.896,26.0,5849.068,2018.0,12.0,4.0
8257,1.0,3.0,1698.997,25.8,5424.962,2018.0,12.0,4.0
8258,2.0,3.0,1592.618,25.4,4987.12,2018.0,12.0,4.0
8259,3.0,3.0,1570.352,25.0,4720.628,2018.0,12.0,4.0
8260,4.0,3.0,1548.345,24.6,4575.955,2018.0,12.0,4.0
8261,5.0,3.0,1537.187,24.8,4530.427,2018.0,12.0,4.0
8262,6.0,3.0,1492.043,25.0,4562.698,2018.0,12.0,4.0
8263,7.0,3.0,1494.901,24.8,4770.979,2018.0,12.0,4.0
8264,8.0,3.0,1557.961,24.6,5275.938,2018.0,12.0,4.0
8265,9.0,3.0,1610.893,21.6,5656.481,2018.0,12.0,4.0
8266,10.0,3.0,1697.985,20.3,5826.607,2018.0,12.0,4.0
8267,11.0,3.0,1726.164,21.2,5898.673,2018.0,12.0,4.0
8268,12.0,3.0,1791.166,22.3,5993.1,2018.0,12.0,4.0
8269,13.0,3.0,1817.696,22.6,5987.616,2018.0,12.0,4.0
8270,14.0,3.0,1748.972,21.6,5950.879,2018.0,12.0,4.0
8271,15.0,3.0,1764.42,21.2,5879.184,2018.0,12.0,4.0
8272,16.0,3.0,1743.511,20.8,5810.227,2018.0,12.0,4.0
8273,17.0,3.0,1775.599,21.2,5727.88,2018.0,12.0,4.0
8274,18.0,3.0,1770.799,22.1,5639.755,2018.0,12.0,4.0
8275,19.0,3.0,1750.343,21.8,5567.473,2018.0,12.0,4.0
8276,20.0,3.0,1744.251,21.6,5571.742,2018.0,12.0,4.0
8277,21.0,3.0,1894.738,21.5,6044.495,2018.0,12.0,4.0
8278,22.0,3.0,1933.424,21.4,6145.685,2018.0,12.0,4.0
8279,23.0,3.0,1864.974,21.1,5780.669,2018.0,12.0,4.0
8280,0.0,4.0,1765.516,21.1,5252.649,2018.0,12.0,4.0
8281,1.0,4.0,1675.68,20.9,4788.23,2018.0,12.0,4.0
8282,2.0,4.0,1596.793,20.7,4418.436,2018.0,12.0,4.0
8283,3.0,4.0,1524.276,20.8,4204.46,2018.0,12.0,4.0
8284,4.0,4.0,1568.688,20.5,4110.386,2018.0,12.0,4.0
8285,5.0,4.0,1536.013,20.2,4081.576,2018.0,12.0,4.0
8286,6.0,4.0,1475.947,20.5,4083.6,2018.0,12.0,4.0
8287,7.0,4.0,1486.121,20.9,4325.306,2018.0,12.0,4.0
8288,8.0,4.0,1554.301,23.4,4858.905,2018.0,12.0,4.0
8289,9.0,4.0,1673.595,24.8,5404.017,2018.0,12.0,4.0
8290,10.0,4.0,1764.18,27.1,5903.419,2018.0,12.0,4.0
8291,11.0,4.0,1813.429,28.8,6222.374,2018.0,12.0,4.0
8292,12.0,4.0,1870.349,30.1,6399.407,2018.0,12.0,4.0
8293,13.0,4.0,1873.248,29.4,6537.032,2018.0,12.0,4.0
8294,14.0,4.0,1867.421,28.8,6636.355,2018.0,12.0,4.0
8295,15.0,4.0,1852.132,28.8,6611.251,2018.0,12.0,4.0
8296,16.0,4.0,1824.637,29.1,6613.828,2018.0,12.0,4.0
8297,17.0,4.0,1871.429,28.6,6519.718,2018.0,12.0,4.0
8298,18.0,4.0,1895.743,27.8,6374.88,2018.0,12.0,4.0
8299,19.0,4.0,1845.438,25.2,6089.87,2018.0,12.0,4.0
8300,20.0,4.0,1817.495,23.8,5960.805,2018.0,12.0,4.0
8301,21.0,4.0,1945.462,23.1,6379.712,2018.0,12.0,4.0
8302,22.0,4.0,2024.807,23.1,6466.069,2018.0,12.0,4.0
8303,23.0,4.0,1940.749,23.1,6088.903,2018.0,12.0,4.0
8304,0.0,5.0,1812.087,23.0,5681.655,2018.0,12.0,4.0
8305,1.0,5.0,1708.609,22.2,5117.481,2018.0,12.0,4.0
8306,2.0,5.0,1624.094,22.0,4658.976,2018.0,12.0,4.0
8307,3.0,5.0,1625.469,22.0,4418.588,2018.0,12.0,4.0
8308,4.0,5.0,1565.094,21.9,4285.761,2018.0,12.0,4.0
8309,5.0,5.0,1556.326,22.0,4245.286,2018.0,12.0,4.0
8310,6.0,5.0,1477.012,22.0,4217.248,2018.0,12.0,4.0
8311,7.0,5.0,1496.731,21.9,4394.459,2018.0,12.0,4.0
8312,8.0,5.0,1560.706,20.6,4887.609,2018.0,12.0,4.0
8313,9.0,5.0,1641.155,19.7,5189.135,2018.0,12.0,4.0
8314,10.0,5.0,1701.432,17.4,5471.681,2018.0,12.0,4.0
8315,11.0,5.0,1734.311,18.4,5530.555,2018.0,12.0,4.0
8316,12.0,5.0,1719.301,17.2,5644.788,2018.0,12.0,4.0
8317,13.0,5.0,1713.172,15.6,5721.36,2018.0,12.0,4.0
8318,14.0,5.0,1715.492,15.8,5712.499,2018.0,12.0,4.0
8319,15.0,5.0,1677.704,15.8,5618.075,2018.0,12.0,4.0
8320,16.0,5.0,1659.472,17.2,5454.095,2018.0,12.0,4.0
8321,17.0,5.0,1645.472,16.6,5334.797,2018.0,12.0,4.0
8322,18.0,5.0,1643.423,16.4,5285.509,2018.0,12.0,4.0
8323,19.0,5.0,1683.557,16.4,5333.129,2018.0,12.0,4.0
8324,20.0,5.0,1760.79,16.6,5583.909,2018.0,12.0,4.0
8325,21.0,5.0,1901.279,17.0,5808.695,2018.0,12.0,4.0
8326,22.0,5.0,1880.258,15.9,5718.916,2018.0,12.0,4.0
8327,23.0,5.0,1772.074,16.2,5304.185,2018.0,12.0,4.0
8328,0.0,6.0,1648.21,16.1,4819.768,2018.0,12.0,4.0
8329,1.0,6.0,1573.297,16.8,4409.819,2018.0,12.0,4.0
8330,2.0,6.0,1490.046,17.3,4089.59,2018.0,12.0,4.0
8331,3.0,6.0,1424.381,17.4,3895.496,2018.0,12.0,4.0
8332,4.0,6.0,1385.177,17.6,3837.965,2018.0,12.0,4.0
8333,5.0,6.0,1390.679,19.0,3808.45,2018.0,12.0,4.0
8334,6.0,6.0,1397.49,19.8,3922.987,2018.0,12.0,4.0
8335,7.0,6.0,1358.133,20.3,4077.455,2018.0,12.0,4.0
8336,8.0,6.0,1440.241,19.6,4513.443,2018.0,12.0,4.0
8337,9.0,6.0,1556.009,20.5,4945.751,2018.0,12.0,4.0
8338,10.0,6.0,1644.793,22.2,5281.104,2018.0,12.0,4.0
8339,11.0,6.0,1675.611,23.8,5553.766,2018.0,12.0,4.0
8340,12.0,6.0,1708.958,25.4,5746.351,2018.0,12.0,4.0
8341,13.0,6.0,1705.093,24.8,5813.969,2018.0,12.0,4.0
8342,14.0,6.0,1704.515,23.2,5751.905,2018.0,12.0,4.0
8343,15.0,6.0,1702.336,24.1,5636.207,2018.0,12.0,4.0
8344,16.0,6.0,1707.82,22.7,5559.335,2018.0,12.0,4.0
8345,17.0,6.0,1719.802,23.4,5444.124,2018.0,12.0,4.0
8346,18.0,6.0,1709.731,23.4,5389.462,2018.0,12.0,4.0
8347,19.0,6.0,1682.418,23.6,5298.888,2018.0,12.0,4.0
8348,20.0,6.0,1671.567,23.0,5299.7,2018.0,12.0,4.0
8349,21.0,6.0,1843.709,21.9,5747.108,2018.0,12.0,4.0
8350,22.0,6.0,1877.872,21.6,5759.048,2018.0,12.0,4.0
8351,23.0,6.0,1806.643,19.9,5389.014,2018.0,12.0,4.0
8352,0.0,7.0,1711.968,19.7,4971.919,2018.0,12.0,4.0
8353,1.0,7.0,1574.795,19.4,4593.449,2018.0,12.0,4.0
8354,2.0,7.0,1492.761,19.2,4230.105,2018.0,12.0,4.0
8355,3.0,7.0,1450.647,17.0,3965.926,2018.0,12.0,4.0
8356,4.0,7.0,1421.75,16.6,3833.534,2018.0,12.0,4.0
8357,5.0,7.0,1445.535,16.1,3755.31,2018.0,12.0,4.0
8358,6.0,7.0,1363.109,15.1,3539.874,2018.0,12.0,4.0
8359,7.0,7.0,1300.199,15.7,3485.241,2018.0,12.0,4.0
8360,8.0,7.0,1329.504,17.9,3692.182,2018.0,12.0,4.0
8361,9.0,7.0,1412.312,19.6,4004.276,2018.0,12.0,4.0
8362,10.0,7.0,1524.011,22.7,4318.014,2018.0,12.0,4.0
8363,11.0,7.0,1566.221,25.0,4549.881,2018.0,12.0,4.0
8364,12.0,7.0,1594.456,25.1,4695.917,2018.0,12.0,4.0
8365,13.0,7.0,1572.319,25.4,4817.97,2018.0,12.0,4.0
8366,14.0,7.0,1543.31,25.8,4836.065,2018.0,12.0,4.0
8367,15.0,7.0,1516.429,26.5,4777.133,2018.0,12.0,4.0
8368,16.0,7.0,1531.271,27.4,4756.953,2018.0,12.0,4.0
8369,17.0,7.0,1538.496,27.4,4762.622,2018.0,12.0,4.0
8370,18.0,7.0,1538.102,26.7,4803.146,2018.0,12.0,4.0
8371,19.0,7.0,1537.81,25.6,4809.078,2018.0,12.0,4.0
8372,20.0,7.0,1542.189,24.8,4866.537,2018.0,12.0,4.0
8373,21.0,7.0,1674.864,23.7,5312.082,2018.0,12.0,4.0
8374,22.0,7.0,1707.262,23.2,5430.378,2018.0,12.0,4.0
8375,23.0,7.0,1633.623,22.0,5161.513,2018.0,12.0,4.0
8376,0.0,1.0,1556.073,21.8,4851.575,2018.0,12.0,4.0
8377,1.0,1.0,1502.566,21.9,4513.613,2018.0,12.0,4.0
8378,2.0,1.0,1468.253,20.8,4209.819,2018.0,12.0,4.0
8379,3.0,1.0,1414.554,21.4,3965.081,2018.0,12.0,4.0
8380,4.0,1.0,1365.391,21.0,3806.912,2018.0,12.0,4.0
8381,5.0,1.0,1351.997,20.4,3689.957,2018.0,12.0,4.0
8382,6.0,1.0,1244.423,19.9,3455.681,2018.0,12.0,4.0
8383,7.0,1.0,1138.582,20.8,3298.214,2018.0,12.0,4.0
8384,8.0,1.0,1125.673,22.4,3420.656,2018.0,12.0,4.0
8385,9.0,1.0,1195.778,24.3,3654.958,2018.0,12.0,4.0
8386,10.0,1.0,1254.882,25.7,3974.271,2018.0,12.0,4.0
8387,11.0,1.0,1355.304,27.1,4303.917,2018.0,12.0,4.0
8388,12.0,1.0,1414.276,28.2,4591.259,2018.0,12.0,4.0
8389,13.0,1.0,1473.426,28.7,4889.246,2018.0,12.0,4.0
8390,14.0,1.0,1492.826,29.4,5093.433,2018.0,12.0,4.0
8391,15.0,1.0,1470.484,31.5,5197.761,2018.0,12.0,4.0
8392,16.0,1.0,1465.293,30.9,5279.172,2018.0,12.0,4.0
8393,17.0,1.0,1527.631,31.6,5348.732,2018.0,12.0,4.0
8394,18.0,1.0,1532.175,30.6,5397.998,2018.0,12.0,4.0
8395,19.0,1.0,1526.483,30.2,5428.681,2018.0,12.0,4.0
8396,20.0,1.0,1562.926,29.2,5485.178,2018.0,12.0,4.0
8397,21.0,1.0,1706.733,28.2,6078.329,2018.0,12.0,4.0
8398,22.0,1.0,1827.226,27.7,6517.466,2018.0,12.0,4.0
8399,23.0,1.0,1800.573,27.4,6483.539,2018.0,12.0,4.0
8400,0.0,2.0,1733.756,27.0,6224.903,2018.0,12.0,4.0
8401,1.0,2.0,1642.776,26.5,5804.313,2018.0,12.0,4.0
8402,2.0,2.0,1540.78,25.9,5352.514,2018.0,12.0,4.0
8403,3.0,2.0,1474.396,25.4,4910.945,2018.0,12.0,4.0
8404,4.0,2.0,1441.3,20.4,4486.38,2018.0,12.0,4.0
8405,5.0,2.0,1409.512,19.4,4295.436,2018.0,12.0,4.0
8406,6.0,2.0,1301.01,19.3,4265.73,2018.0,12.0,4.0
8407,7.0,2.0,1282.57,19.5,4431.125,2018.0,12.0,4.0
8408,8.0,2.0,1343.375,19.8,4771.801,2018.0,12.0,4.0
8409,9.0,2.0,1475.028,20.1,5117.085,2018.0,12.0,4.0
8410,10.0,2.0,1560.949,20.9,5476.507,2018.0,12.0,4.0
8411,11.0,2.0,1624.854,21.1,5740.097,2018.0,12.0,4.0
8412,12.0,2.0,1672.415,24.1,5968.369,2018.0,12.0,4.0
8413,13.0,2.0,1708.001,23.6,6067.043,2018.0,12.0,4.0
8414,14.0,2.0,1688.49,22.3,6022.335,2018.0,12.0,4.0
8415,15.0,2.0,1660.576,22.2,5912.553,2018.0,12.0,4.0
8416,16.0,2.0,1651.431,20.1,5731.307,2018.0,12.0,4.0
8417,17.0,2.0,1675.199,20.2,5548.275,2018.0,12.0,4.0
8418,18.0,2.0,1650.104,19.9,5430.22,2018.0,12.0,4.0
8419,19.0,2.0,1600.344,19.5,5301.436,2018.0,12.0,4.0
8420,20.0,2.0,1644.411,19.3,5366.932,2018.0,12.0,4.0
8421,21.0,2.0,1766.478,18.9,5786.848,2018.0,12.0,4.0
8422,22.0,2.0,1825.615,18.5,5796.649,2018.0,12.0,4.0
8423,23.0,2.0,1750.792,17.8,5433.424,2018.0,12.0,4.0
8424,0.0,3.0,1661.605,17.5,4953.836,2018.0,12.0,4.0
8425,1.0,3.0,1571.594,16.8,4484.028,2018.0,12.0,4.0
8426,2.0,3.0,1488.917,16.0,4135.901,2018.0,12.0,4.0
8427,3.0,3.0,1445.731,15.6,3883.371,2018.0,12.0,4.0
8428,4.0,3.0,1401.533,15.7,3819.777,2018.0,12.0,4.0
8429,5.0,3.0,1399.871,15.4,3835.009,2018.0,12.0,4.0
8430,6.0,3.0,1355.308,15.2,3860.583,2018.0,12.0,4.0
8431,7.0,3.0,1346.207,15.5,4014.293,2018.0,12.0,4.0
8432,8.0,3.0,1439.808,17.2,4504.876,2018.0,12.0,4.0
8433,9.0,3.0,1544.565,19.4,4912.215,2018.0,12.0,4.0
8434,10.0,3.0,1616.357,21.2,5230.383,2018.0,12.0,4.0
8435,11.0,3.0,1643.336,21.2,5426.099,2018.0,12.0,4.0
8436,12.0,3.0,1667.282,22.0,5554.765,2018.0,12.0,4.0
8437,13.0,3.0,1672.775,22.2,5610.649,2018.0,12.0,4.0
8438,14.0,3.0,1673.693,23.1,5647.34,2018.0,12.0,4.0
8439,15.0,3.0,1671.35,23.2,5629.858,2018.0,12.0,4.0
8440,16.0,3.0,1669.72,22.6,5591.612,2018.0,12.0,4.0
8441,17.0,3.0,1693.897,22.4,5548.41,2018.0,12.0,4.0
8442,18.0,3.0,1684.493,21.6,5392.255,2018.0,12.0,4.0
8443,19.0,3.0,1646.646,20.8,5245.579,2018.0,12.0,4.0
8444,20.0,3.0,1625.685,20.3,5344.777,2018.0,12.0,4.0
8445,21.0,3.0,1763.911,20.1,5859.515,2018.0,12.0,4.0
8446,22.0,3.0,1843.244,19.8,5890.334,2018.0,12.0,4.0
8447,23.0,3.0,1805.645,19.1,5507.265,2018.0,12.0,4.0
8448,0.0,4.0,1700.046,18.6,5043.587,2018.0,12.0,4.0
8449,1.0,4.0,1607.303,18.6,4627.947,2018.0,12.0,4.0
8450,2.0,4.0,1512.597,18.7,4254.107,2018.0,12.0,4.0
8451,3.0,4.0,1439.196,19.0,4033.11,2018.0,12.0,4.0
8452,4.0,4.0,1459.013,19.0,3937.521,2018.0,12.0,4.0
8453,5.0,4.0,1428.051,18.7,3936.813,2018.0,12.0,4.0
8454,6.0,4.0,1412.513,19.8,3942.212,2018.0,12.0,4.0
8455,7.0,4.0,1373.531,20.2,4157.765,2018.0,12.0,4.0
8456,8.0,4.0,1439.829,20.7,4664.924,2018.0,12.0,4.0
8457,9.0,4.0,1546.584,21.0,5088.136,2018.0,12.0,4.0
8458,10.0,4.0,1605.808,21.6,5423.612,2018.0,12.0,4.0
8459,11.0,4.0,1675.727,21.9,5650.321,2018.0,12.0,4.0
8460,12.0,4.0,1753.149,23.2,5825.924,2018.0,12.0,4.0
