,Hora,Tipo Dia,Energia PBA,Clima PBA,Energia GBA,Clima GBA,Año,Mes
13888,16.0,6.0,1905.1,11.1,6656.3,15.6,2019.0,8.0
13889,17.0,6.0,1887.4,10.7,6536.4,14.9,2019.0,8.0
13890,18.0,6.0,1902.8,9.8,6566.2,13.7,2019.0,8.0
13891,19.0,6.0,2080.2,8.7,7166.8,12.7,2019.0,8.0
13892,20.0,6.0,2189.5,8.2,7696.0,11.5,2019.0,8.0
13893,21.0,6.0,2183.3,7.8,7917.1,11.2,2019.0,8.0
13894,22.0,6.0,2149.9,7.5,7936.8,10.6,2019.0,8.0
13895,23.0,6.0,2059.1,6.9,7725.5,9.8,2019.0,8.0
13896,0.0,7.0,1965.6,7.1,7312.8,9.2,2019.0,8.0
13897,1.0,7.0,1847.1,6.0,6779.2,9.5,2019.0,8.0
13898,2.0,7.0,1825.7,6.3,6260.9,8.7,2019.0,8.0
13899,3.0,7.0,1724.1,5.6,5904.8,8.0,2019.0,8.0
13900,4.0,7.0,1706.6,4.5,5681.7,7.2,2019.0,8.0
13901,5.0,7.0,1699.8,3.3,5558.9,7.0,2019.0,8.0
13902,6.0,7.0,1696.1,2.7,5538.4,6.3,2019.0,8.0
13903,7.0,7.0,1729.2,3.3,5672.2,6.9,2019.0,8.0
13904,8.0,7.0,1740.7,3.5,5880.1,6.0,2019.0,8.0
13905,9.0,7.0,1713.6,4.1,6132.1,7.6,2019.0,8.0
13906,10.0,7.0,1808.3,7.3,6514.0,10.4,2019.0,8.0
13907,11.0,7.0,1812.1,9.2,6577.9,13.0,2019.0,8.0
13908,12.0,7.0,1804.2,10.1,6377.3,14.7,2019.0,8.0
13909,13.0,7.0,1740.0,12.6,6111.0,15.7,2019.0,8.0
13910,14.0,7.0,1709.1,12.2,5829.5,16.7,2019.0,8.0
13911,15.0,7.0,1632.5,12.4,5583.7,16.6,2019.0,8.0
13912,16.0,7.0,1629.0,13.1,5423.9,17.1,2019.0,8.0
13913,17.0,7.0,1604.4,11.2,5382.6,16.1,2019.0,8.0
13914,18.0,7.0,1669.5,8.6,5556.6,14.4,2019.0,8.0
13915,19.0,7.0,1891.4,7.4,6291.6,12.0,2019.0,8.0
13916,20.0,7.0,2038.1,5.2,6976.2,10.9,2019.0,8.0
13917,21.0,7.0,2074.5,6.2,7262.1,9.5,2019.0,8.0
13918,22.0,7.0,2038.3,5.4,7264.2,9.2,2019.0,8.0
13919,23.0,7.0,1933.4,5.0,7141.3,9.1,2019.0,8.0
13920,0.0,1.0,1876.4,4.2,6769.4,10.3,2019.0,8.0
13921,1.0,1.0,1782.4,2.4,6386.2,9.9,2019.0,8.0
13922,2.0,1.0,1691.4,3.2,5947.6,9.7,2019.0,8.0
13923,3.0,1.0,1611.7,3.9,5595.3,9.5,2019.0,8.0
13924,4.0,1.0,1603.6,4.2,5362.6,9.2,2019.0,8.0
13925,5.0,1.0,1570.7,3.1,5223.1,8.9,2019.0,8.0
13926,6.0,1.0,1532.7,2.8,5166.2,8.8,2019.0,8.0
13927,7.0,1.0,1520.1,3.6,5206.0,8.9,2019.0,8.0
13928,8.0,1.0,1490.4,2.5,5255.0,9.5,2019.0,8.0
13929,9.0,1.0,1401.4,3.3,5344.8,10.0,2019.0,8.0
13930,10.0,1.0,1472.2,5.7,5642.6,12.0,2019.0,8.0
13931,11.0,1.0,1533.1,9.7,5763.7,13.8,2019.0,8.0
13932,12.0,1.0,1539.3,13.1,5657.2,15.9,2019.0,8.0
13933,13.0,1.0,1531.9,15.7,5478.9,16.6,2019.0,8.0
13934,14.0,1.0,1500.0,16.2,5235.0,17.6,2019.0,8.0
13935,15.0,1.0,1439.3,17.0,5038.8,18.0,2019.0,8.0
13936,16.0,1.0,1436.5,17.3,4893.7,17.6,2019.0,8.0
13937,17.0,1.0,1440.8,16.1,4860.0,16.9,2019.0,8.0
13938,18.0,1.0,1479.6,14.7,5113.0,16.2,2019.0,8.0
13939,19.0,1.0,1684.2,12.6,5908.0,13.6,2019.0,8.0
13940,20.0,1.0,1836.4,12.1,6628.7,14.0,2019.0,8.0
13941,21.0,1.0,1908.1,11.4,7127.2,13.8,2019.0,8.0
13942,22.0,1.0,1900.7,11.4,7283.7,13.5,2019.0,8.0
13943,23.0,1.0,1842.9,9.8,7094.5,13.2,2019.0,8.0
13944,0.0,2.0,1737.1,9.6,6646.6,12.8,2019.0,8.0
13945,1.0,2.0,1649.0,9.0,6012.2,12.2,2019.0,8.0
13946,2.0,2.0,1575.1,7.9,5473.4,12.0,2019.0,8.0
13947,3.0,2.0,1542.1,7.9,5175.6,11.6,2019.0,8.0
13948,4.0,2.0,1528.9,8.1,5045.6,11.0,2019.0,8.0
13949,5.0,2.0,1531.0,7.7,5054.0,10.8,2019.0,8.0
13950,6.0,2.0,1563.2,8.2,5266.3,10.4,2019.0,8.0
13951,7.0,2.0,1723.2,7.3,6010.1,10.1,2019.0,8.0
13952,8.0,2.0,1874.5,6.9,6577.7,9.8,2019.0,8.0
13953,9.0,2.0,1904.0,7.1,6794.0,10.3,2019.0,8.0
13954,10.0,2.0,1983.2,9.1,7078.6,12.0,2019.0,8.0
13955,11.0,2.0,1951.9,11.4,7114.6,14.2,2019.0,8.0
13956,12.0,2.0,1947.7,13.4,6995.2,16.1,2019.0,8.0
13957,13.0,2.0,1879.2,15.3,6696.0,17.9,2019.0,8.0
13958,14.0,2.0,1853.5,16.6,6476.5,18.2,2019.0,8.0
13959,15.0,2.0,1801.8,17.1,6319.4,18.9,2019.0,8.0
13960,16.0,2.0,1728.4,17.1,6110.0,18.8,2019.0,8.0
13961,17.0,2.0,1740.0,16.6,5969.8,17.8,2019.0,8.0
13962,18.0,2.0,1767.9,14.9,5945.0,17.4,2019.0,8.0
13963,19.0,2.0,1947.8,14.0,6545.3,15.8,2019.0,8.0
13964,20.0,2.0,2082.0,12.7,7182.0,15.5,2019.0,8.0
13965,21.0,2.0,2113.0,11.6,7528.2,15.0,2019.0,8.0
13966,22.0,2.0,2084.6,10.7,7602.5,14.4,2019.0,8.0
13967,23.0,2.0,2014.3,10.6,7324.4,14.0,2019.0,8.0
13968,0.0,3.0,1903.2,10.5,6794.6,13.7,2019.0,8.0
13969,1.0,3.0,1761.6,9.6,6127.4,13.1,2019.0,8.0
13970,2.0,3.0,1685.9,9.1,5568.8,12.8,2019.0,8.0
13971,3.0,3.0,1620.1,8.4,5278.8,12.3,2019.0,8.0
13972,4.0,3.0,1594.7,7.9,5146.1,12.7,2019.0,8.0
13973,5.0,3.0,1635.6,7.7,5139.7,12.4,2019.0,8.0
13974,6.0,3.0,1654.6,5.4,5304.8,13.2,2019.0,8.0
13975,7.0,3.0,1751.8,5.1,5960.3,13.0,2019.0,8.0
13976,8.0,3.0,1848.0,3.3,6437.4,12.2,2019.0,8.0
13977,9.0,3.0,1871.7,5.9,6539.8,13.1,2019.0,8.0
13978,10.0,3.0,1934.8,9.7,6697.8,14.9,2019.0,8.0
13979,11.0,3.0,1923.0,12.7,6677.4,17.1,2019.0,8.0
13980,12.0,3.0,1905.9,15.3,6508.8,19.6,2019.0,8.0
13981,13.0,3.0,1827.7,17.2,6218.1,21.6,2019.0,8.0
13982,14.0,3.0,1783.8,18.3,6018.0,22.0,2019.0,8.0
13983,15.0,3.0,1775.0,19.3,5834.0,22.8,2019.0,8.0
13984,16.0,3.0,1741.9,19.1,5655.0,22.8,2019.0,8.0
13985,17.0,3.0,1735.7,18.9,5530.4,22.0,2019.0,8.0
13986,18.0,3.0,1744.7,17.1,5529.0,21.2,2019.0,8.0
13987,19.0,3.0,1901.6,13.6,5972.9,19.7,2019.0,8.0
13988,20.0,3.0,2077.5,11.5,6556.0,16.4,2019.0,8.0
13989,21.0,3.0,2123.8,10.9,6841.1,14.8,2019.0,8.0
13990,22.0,3.0,2063.0,10.2,6852.1,14.1,2019.0,8.0
13991,23.0,3.0,1977.9,9.7,6591.1,14.0,2019.0,8.0
13992,0.0,4.0,1835.9,9.4,6098.5,13.7,2019.0,8.0
13993,1.0,4.0,1752.0,7.7,5518.1,13.2,2019.0,8.0
13994,2.0,4.0,1667.3,7.3,5039.1,12.7,2019.0,8.0
13995,3.0,4.0,1614.5,6.3,4775.7,12.7,2019.0,8.0
13996,4.0,4.0,1579.9,5.7,4675.2,12.3,2019.0,8.0
13997,5.0,4.0,1582.6,2.4,4684.2,12.7,2019.0,8.0
13998,6.0,4.0,1634.5,1.7,4837.1,12.7,2019.0,8.0
13999,7.0,4.0,1731.0,0.0,5528.0,11.7,2019.0,8.0
14000,8.0,4.0,1875.3,-1.1,6140.7,11.6,2019.0,8.0
14001,9.0,4.0,1862.1,1.8,6308.2,11.9,2019.0,8.0
14002,10.0,4.0,1924.7,8.1,6455.4,12.9,2019.0,8.0
14003,11.0,4.0,1953.3,12.1,6675.8,13.7,2019.0,8.0
14004,12.0,4.0,1935.9,14.0,6641.9,15.7,2019.0,8.0
14005,13.0,4.0,1845.7,14.3,6435.0,16.4,2019.0,8.0
14006,14.0,4.0,1809.7,15.1,6301.6,15.9,2019.0,8.0
14007,15.0,4.0,1769.7,14.5,6186.7,16.0,2019.0,8.0
14008,16.0,4.0,1767.3,13.6,6004.3,15.1,2019.0,8.0
14009,17.0,4.0,1775.9,11.3,5935.4,14.8,2019.0,8.0
14010,18.0,4.0,1756.4,9.1,6026.3,13.8,2019.0,8.0
14011,19.0,4.0,1923.4,8.2,6718.2,13.0,2019.0,8.0
14012,20.0,4.0,2142.6,7.5,7330.5,12.3,2019.0,8.0
14013,21.0,4.0,2159.7,6.1,7705.0,11.6,2019.0,8.0
14014,22.0,4.0,2119.3,2.2,7748.0,11.0,2019.0,8.0
14015,23.0,4.0,2057.5,2.4,7462.0,11.3,2019.0,8.0
14016,0.0,5.0,1918.7,0.0,6892.4,11.5,2019.0,8.0
14017,1.0,5.0,1793.3,0.0,6211.7,11.3,2019.0,8.0
14018,2.0,5.0,1683.1,0.0,5671.3,11.4,2019.0,8.0
14019,3.0,5.0,1591.4,1.8,5372.9,11.7,2019.0,8.0
14020,4.0,5.0,1619.7,3.6,5222.8,11.6,2019.0,8.0
14021,5.0,5.0,1644.6,4.7,5218.7,11.2,2019.0,8.0
14022,6.0,5.0,1686.2,4.0,5370.7,11.0,2019.0,8.0
14023,7.0,5.0,1750.5,3.4,5973.0,10.8,2019.0,8.0
14024,8.0,5.0,1830.5,3.2,6569.0,10.8,2019.0,8.0
14025,9.0,5.0,1908.5,4.7,6736.1,11.1,2019.0,8.0
14026,10.0,5.0,1977.1,6.5,7092.0,10.2,2019.0,8.0
14027,11.0,5.0,1987.6,9.3,7329.0,10.5,2019.0,8.0
14028,12.0,5.0,2002.4,10.2,7391.3,11.0,2019.0,8.0
14029,13.0,5.0,1967.8,11.7,7251.8,12.4,2019.0,8.0
14030,14.0,5.0,1886.4,10.6,7106.6,14.2,2019.0,8.0
14031,15.0,5.0,1905.6,9.9,7001.1,14.6,2019.0,8.0
14032,16.0,5.0,1885.0,9.6,6823.0,14.2,2019.0,8.0
14033,17.0,5.0,1929.9,9.2,6694.1,13.4,2019.0,8.0
14034,18.0,5.0,1912.0,7.8,6760.8,12.6,2019.0,8.0
14035,19.0,5.0,2089.9,6.3,7440.7,12.2,2019.0,8.0
14036,20.0,5.0,2239.5,4.4,8004.9,11.4,2019.0,8.0
14037,21.0,5.0,2252.3,4.3,8306.0,11.3,2019.0,8.0
14038,22.0,5.0,2198.1,0.0,8330.8,11.0,2019.0,8.0
14039,23.0,5.0,2102.3,1.1,7977.5,10.9,2019.0,8.0
14040,0.0,6.0,1925.4,-0.8,7320.0,10.7,2019.0,8.0
14041,1.0,6.0,1799.7,-1.9,6605.3,10.2,2019.0,8.0
14042,2.0,6.0,1701.9,-1.1,5985.8,10.2,2019.0,8.0
14043,3.0,6.0,1673.7,-2.4,5619.3,9.8,2019.0,8.0
14044,4.0,6.0,1654.5,-2.6,5483.3,9.5,2019.0,8.0
14045,5.0,6.0,1657.0,-3.0,5449.7,9.1,2019.0,8.0
14046,6.0,6.0,1698.4,-3.4,5597.2,8.6,2019.0,8.0
14047,7.0,6.0,1793.8,-2.4,6130.5,8.3,2019.0,8.0
14048,8.0,6.0,1943.4,-1.9,6767.6,8.0,2019.0,8.0
14049,9.0,6.0,1973.3,-2.4,7091.6,7.8,2019.0,8.0
14050,10.0,6.0,2028.3,5.5,7526.7,8.1,2019.0,8.0
14051,11.0,6.0,2013.2,7.8,7852.9,8.3,2019.0,8.0
14052,12.0,6.0,2018.4,9.3,8081.3,8.3,2019.0,8.0
14053,13.0,6.0,2022.7,9.3,8151.8,8.9,2019.0,8.0
14054,14.0,6.0,1992.8,9.9,8167.0,9.8,2019.0,8.0
14055,15.0,6.0,1981.4,10.6,8170.3,9.9,2019.0,8.0
14056,16.0,6.0,1954.7,11.0,8083.3,9.9,2019.0,8.0
14057,17.0,6.0,1981.5,8.9,8003.4,9.2,2019.0,8.0
14058,18.0,6.0,1989.9,7.4,7979.8,9.1,2019.0,8.0
14059,19.0,6.0,2128.1,5.6,8348.8,9.2,2019.0,8.0
14060,20.0,6.0,2262.8,4.1,8664.3,9.2,2019.0,8.0
14061,21.0,6.0,2270.8,1.5,8743.3,9.0,2019.0,8.0
14062,22.0,6.0,2191.8,0.0,8631.2,8.7,2019.0,8.0
14063,23.0,6.0,2110.1,-1.2,8333.7,8.3,2019.0,8.0
14064,0.0,7.0,2034.9,1.1,7819.2,8.0,2019.0,8.0
14065,1.0,7.0,1901.0,0.0,7166.9,7.6,2019.0,8.0
14066,2.0,7.0,1786.3,2.0,6565.2,6.5,2019.0,8.0
14067,3.0,7.0,1725.0,1.0,6153.2,6.0,2019.0,8.0
14068,4.0,7.0,1664.4,0.0,5923.6,5.2,2019.0,8.0
14069,5.0,7.0,1623.6,-0.6,5808.6,4.8,2019.0,8.0
14070,6.0,7.0,1672.2,-1.6,5749.5,4.4,2019.0,8.0
14071,7.0,7.0,1700.3,-0.8,5896.4,4.2,2019.0,8.0
14072,8.0,7.0,1723.9,-1.2,6144.7,4.6,2019.0,8.0
14073,9.0,7.0,1759.0,-0.6,6485.2,7.3,2019.0,8.0
14074,10.0,7.0,1854.5,4.1,6871.9,9.8,2019.0,8.0
14075,11.0,7.0,1872.1,7.7,6941.3,12.6,2019.0,8.0
14076,12.0,7.0,1860.2,10.4,6736.4,14.4,2019.0,8.0
14077,13.0,7.0,1761.1,13.9,6463.1,15.2,2019.0,8.0
14078,14.0,7.0,1705.7,15.9,6178.5,16.8,2019.0,8.0
14079,15.0,7.0,1669.3,16.7,5922.2,17.0,2019.0,8.0
14080,16.0,7.0,1617.0,17.1,5693.9,17.5,2019.0,8.0
14081,17.0,7.0,1629.0,16.0,5600.7,16.5,2019.0,8.0
14082,18.0,7.0,1690.1,14.0,5725.8,15.8,2019.0,8.0
14083,19.0,7.0,1871.1,11.2,6373.9,14.7,2019.0,8.0
14084,20.0,7.0,2040.2,10.5,7058.7,13.4,2019.0,8.0
14085,21.0,7.0,2047.5,10.3,7328.7,12.2,2019.0,8.0
14086,22.0,7.0,2006.6,9.4,7359.1,11.9,2019.0,8.0
14087,23.0,7.0,1920.2,7.7,7210.3,11.6,2019.0,8.0
14088,0.0,1.0,1836.7,4.3,6895.1,11.1,2019.0,8.0
14089,1.0,1.0,1747.3,5.6,6494.5,11.0,2019.0,8.0
14090,2.0,1.0,1642.3,4.9,6007.6,10.7,2019.0,8.0
14091,3.0,1.0,1568.3,5.1,5642.5,10.1,2019.0,8.0
14092,4.0,1.0,1521.6,4.4,5388.7,10.1,2019.0,8.0
14093,5.0,1.0,1498.1,4.0,5260.2,9.8,2019.0,8.0
14094,6.0,1.0,1510.1,3.6,5207.3,9.7,2019.0,8.0
14095,7.0,1.0,1467.7,4.3,5266.1,7.7,2019.0,8.0
14096,8.0,1.0,1439.6,3.0,5281.0,8.8,2019.0,8.0
14097,9.0,1.0,1395.4,4.4,5403.3,10.4,2019.0,8.0
14098,10.0,1.0,1496.3,6.5,5682.8,12.6,2019.0,8.0
14099,11.0,1.0,1514.4,8.7,5701.2,13.8,2019.0,8.0
14100,12.0,1.0,1521.2,12.1,5500.5,16.6,2019.0,8.0
14101,13.0,1.0,1493.0,15.2,5272.8,16.9,2019.0,8.0
14102,14.0,1.0,1470.1,15.8,5046.1,17.4,2019.0,8.0
14103,15.0,1.0,1427.1,15.5,4808.1,17.9,2019.0,8.0
14104,16.0,1.0,1407.3,14.7,4646.9,16.4,2019.0,8.0
14105,17.0,1.0,1392.4,14.2,4707.4,15.6,2019.0,8.0
14106,18.0,1.0,1435.5,13.4,4948.6,14.8,2019.0,8.0
14107,19.0,1.0,1603.5,12.1,5791.0,14.0,2019.0,8.0
14108,20.0,1.0,1797.4,10.8,6576.5,14.5,2019.0,8.0
14109,21.0,1.0,1856.0,9.9,6971.4,14.4,2019.0,8.0
14110,22.0,1.0,1854.1,8.4,7039.5,13.9,2019.0,8.0
14111,23.0,1.0,1791.4,8.0,6826.9,13.6,2019.0,8.0
14112,0.0,2.0,1732.3,7.7,6434.3,13.2,2019.0,8.0
14113,1.0,2.0,1631.4,6.3,5829.6,12.5,2019.0,8.0
14114,2.0,2.0,1557.2,5.7,5330.8,12.2,2019.0,8.0
14115,3.0,2.0,1512.8,3.2,5044.0,11.8,2019.0,8.0
14116,4.0,2.0,1500.9,3.1,4916.0,11.7,2019.0,8.0
14117,5.0,2.0,1514.5,2.3,4907.1,11.3,2019.0,8.0
14118,6.0,2.0,1564.6,6.3,5126.1,10.7,2019.0,8.0
14119,7.0,2.0,1692.9,5.4,5712.6,10.5,2019.0,8.0
14120,8.0,2.0,1807.2,5.3,6343.6,9.8,2019.0,8.0
14121,9.0,2.0,1850.3,6.6,6687.6,9.9,2019.0,8.0
14122,10.0,2.0,1968.2,7.9,7135.9,10.4,2019.0,8.0
14123,11.0,2.0,2014.3,7.4,7397.1,11.1,2019.0,8.0
14124,12.0,2.0,2017.0,7.0,7394.7,12.6,2019.0,8.0
14125,13.0,2.0,1994.8,6.9,7241.4,13.7,2019.0,8.0
14126,14.0,2.0,1999.3,7.0,7267.7,12.9,2019.0,8.0
14127,15.0,2.0,1938.7,6.9,7378.7,13.1,2019.0,8.0
14128,16.0,2.0,1950.3,7.7,7313.9,13.0,2019.0,8.0
14129,17.0,2.0,1959.8,7.0,7256.3,12.2,2019.0,8.0
14130,18.0,2.0,1964.7,6.4,7385.6,11.4,2019.0,8.0
14131,19.0,2.0,2110.2,6.0,7872.9,10.7,2019.0,8.0
14132,20.0,2.0,2239.0,8.23076923076923,8501.7,9.9,2019.0,8.0
14133,21.0,2.0,2277.1,5.4,8819.5,8.8,2019.0,8.0
14134,22.0,2.0,2232.2,5.6,8799.0,8.1,2019.0,8.0
14135,23.0,2.0,2130.3,4.5,8436.3,7.6,2019.0,8.0
14136,0.0,3.0,1992.9,5.6,7783.4,7.5,2019.0,8.0
14137,1.0,3.0,1854.9,2.1,6929.6,7.4,2019.0,8.0
14138,2.0,3.0,1710.8,2.4,6325.6,6.4,2019.0,8.0
14139,3.0,3.0,1704.9,1.3,6009.1,5.7,2019.0,8.0
14140,4.0,3.0,1678.8,1.4,5860.1,4.8,2019.0,8.0
14141,5.0,3.0,1692.9,1.6,5845.4,3.8,2019.0,8.0
14142,6.0,3.0,1700.5,1.9,6045.3,3.3,2019.0,8.0
14143,7.0,3.0,1820.4,3.1,6739.3,2.8,2019.0,8.0
14144,8.0,3.0,1927.7,4.7,7399.2,2.6,2019.0,8.0
14145,9.0,3.0,1965.4,4.6,7744.9,4.5,2019.0,8.0
14146,10.0,3.0,2059.4,5.7,8079.2,6.5,2019.0,8.0
14147,11.0,3.0,2084.6,6.3,8175.3,7.8,2019.0,8.0
14148,12.0,3.0,2076.1,6.6,8113.0,9.3,2019.0,8.0
14149,13.0,3.0,2024.5,6.7,7874.2,10.3,2019.0,8.0
14150,14.0,3.0,1985.2,7.1,7805.9,10.8,2019.0,8.0
14151,15.0,3.0,1959.5,7.5,7737.3,11.1,2019.0,8.0
14152,16.0,3.0,1906.3,7.1,7656.9,10.8,2019.0,8.0
14153,17.0,3.0,1917.2,7.5,7579.7,9.4,2019.0,8.0
14154,18.0,3.0,1953.1,6.1,7644.4,8.6,2019.0,8.0
14155,19.0,3.0,2089.5,5.0,8269.2,7.9,2019.0,8.0
14156,20.0,3.0,2282.5,4.6,8491.4,7.0,2019.0,8.0
14157,21.0,3.0,2346.7,3.8,8395.4,6.9,2019.0,8.0
14158,22.0,3.0,2267.5,1.3,8479.2,5.6,2019.0,8.0
14159,23.0,3.0,2155.6,1.1,8729.1,4.9,2019.0,8.0
14160,0.0,4.0,2030.2,-0.2,8350.0,4.2,2019.0,8.0
14161,1.0,4.0,1893.0,-0.9,7367.9,3.6,2019.0,8.0
14162,2.0,4.0,1780.3,-1.4,6684.7,3.1,2019.0,8.0
14163,3.0,4.0,1719.4,-3.1,6297.2,2.8,2019.0,8.0
14164,4.0,4.0,1669.5,-2.6,6150.5,2.4,2019.0,8.0
14165,5.0,4.0,1715.6,-2.7,6128.8,2.1,2019.0,8.0
14166,6.0,4.0,1720.7,-3.2,6321.7,1.8,2019.0,8.0
14167,7.0,4.0,1838.7,8.653846153846153,7016.0,1.9,2019.0,8.0
14168,8.0,4.0,1934.3,-2.4,7574.0,3.5,2019.0,8.0
14169,9.0,4.0,1994.8,1.0,7935.5,5.3,2019.0,8.0
14170,10.0,4.0,2048.3,4.1,8278.0,8.0,2019.0,8.0
14171,11.0,4.0,2059.9,6.7,8364.5,9.4,2019.0,8.0
14172,12.0,4.0,2089.4,7.4,8239.0,10.2,2019.0,8.0
14173,13.0,4.0,2041.4,8.4,7946.8,10.1,2019.0,8.0
14174,14.0,4.0,1990.9,9.1,7728.5,10.4,2019.0,8.0
14175,15.0,4.0,1988.3,10.0,7648.6,10.7,2019.0,8.0
14176,16.0,4.0,1963.4,10.3,7540.4,11.2,2019.0,8.0
14177,17.0,4.0,1984.6,10.0,7417.7,10.4,2019.0,8.0
14178,18.0,4.0,1982.3,8.1,7528.0,10.4,2019.0,8.0
14179,19.0,4.0,2106.9,6.0,8184.4,10.1,2019.0,8.0
14180,20.0,4.0,2304.7,5.3,8923.5,8.9,2019.0,8.0
14181,21.0,4.0,2352.8,4.9,8363.9,9.4,2019.0,8.0
14182,22.0,4.0,2295.3,5.1,8394.6,9.2,2019.0,8.0
14183,23.0,4.0,2156.9,5.1,8907.6,8.9,2019.0,8.0
14184,0.0,5.0,2031.7,5.2,8161.7,9.2,2019.0,8.0
14185,1.0,5.0,1911.9,5.5,7283.6,8.8,2019.0,8.0
14186,2.0,5.0,1797.8,5.6,6644.3,8.7,2019.0,8.0
14187,3.0,5.0,1721.0,5.3,6293.5,9.1,2019.0,8.0
14188,4.0,5.0,1701.4,5.3,6103.7,8.3,2019.0,8.0
14189,5.0,5.0,1704.2,4.9,6083.8,8.2,2019.0,8.0
14190,6.0,5.0,1744.9,4.4,6267.9,8.1,2019.0,8.0
14191,7.0,5.0,1817.4,3.9,6894.0,8.5,2019.0,8.0
14192,8.0,5.0,1961.5,2.4,7380.8,8.8,2019.0,8.0
14193,9.0,5.0,1926.2,3.2,7598.0,10.4,2019.0,8.0
14194,10.0,5.0,1996.3,5.5,7803.6,11.3,2019.0,8.0
14195,11.0,5.0,2023.7,7.7,7822.9,12.8,2019.0,8.0
14196,12.0,5.0,2028.1,10.0,7603.8,14.4,2019.0,8.0
14197,13.0,5.0,1976.1,11.9,7213.6,15.2,2019.0,8.0
14198,14.0,5.0,1929.2,13.1,6977.5,16.4,2019.0,8.0
14199,15.0,5.0,1902.2,13.5,6878.1,15.9,2019.0,8.0
14200,16.0,5.0,1847.5,13.3,6761.0,15.2,2019.0,8.0
14201,17.0,5.0,1876.1,12.7,6705.7,14.2,2019.0,8.0
14202,18.0,5.0,1893.8,11.4,6776.1,13.7,2019.0,8.0
14203,19.0,5.0,1999.3,7.9,7369.5,13.4,2019.0,8.0
14204,20.0,5.0,2147.6,9.1,7942.1,13.1,2019.0,8.0
14205,21.0,5.0,2170.1,6.4,8232.6,12.8,2019.0,8.0
14206,22.0,5.0,2180.6,4.3,8218.3,12.7,2019.0,8.0
14207,23.0,5.0,2070.5,4.0,7968.7,12.9,2019.0,8.0
14208,0.0,6.0,1925.2,3.6,7317.7,12.8,2019.0,8.0
14209,1.0,6.0,1811.1,2.3,6564.2,13.0,2019.0,8.0
14210,2.0,6.0,1701.7,1.9,5945.3,12.6,2019.0,8.0
14211,3.0,6.0,1653.2,3.3,5618.4,12.6,2019.0,8.0
14212,4.0,6.0,1648.4,4.1,5468.4,12.6,2019.0,8.0
14213,5.0,6.0,1602.3,2.0,5430.0,12.6,2019.0,8.0
14214,6.0,6.0,1687.5,3.5,5577.1,11.8,2019.0,8.0
14215,7.0,6.0,1772.4,0.0,6139.3,11.3,2019.0,8.0
14216,8.0,6.0,1807.6,0.0,6612.8,11.0,2019.0,8.0
14217,9.0,6.0,1847.1,0.0,6693.0,13.2,2019.0,8.0
14218,10.0,6.0,1926.7,4.1,6803.7,15.3,2019.0,8.0
14219,11.0,6.0,1921.3,7.2,6689.3,16.8,2019.0,8.0
14220,12.0,6.0,1944.2,10.2,6503.3,17.9,2019.0,8.0
14221,13.0,6.0,1860.4,12.3,6193.4,18.7,2019.0,8.0
14222,14.0,6.0,1833.3,13.4,5975.3,20.5,2019.0,8.0
14223,15.0,6.0,1783.3,14.5,5776.8,20.8,2019.0,8.0
14224,16.0,6.0,1742.8,12.7,5628.0,19.8,2019.0,8.0
14225,17.0,6.0,1745.3,12.1,5486.9,18.8,2019.0,8.0
14226,18.0,6.0,1775.1,9.7,5474.8,18.3,2019.0,8.0
14227,19.0,6.0,1908.5,8.1,5943.4,16.2,2019.0,8.0
14228,20.0,6.0,2076.9,7.0,6485.0,15.2,2019.0,8.0
14229,21.0,6.0,2102.5,5.3,6692.3,15.0,2019.0,8.0
14230,22.0,6.0,2048.6,2.5,6662.9,14.6,2019.0,8.0
14231,23.0,6.0,1927.5,9.984615384615383,6429.4,15.2,2019.0,8.0
14232,0.0,1.0,1872.2,1.3,6066.3,15.4,2019.0,8.0
14233,1.0,1.0,1726.9,2.0,5539.4,15.3,2019.0,8.0
14234,2.0,1.0,1645.9,4.3,5096.4,15.2,2019.0,8.0
14235,3.0,1.0,1591.2,3.4,4791.8,15.6,2019.0,8.0
14236,4.0,1.0,1489.3,3.1,4589.2,15.5,2019.0,8.0
14237,5.0,1.0,1478.3,2.8,4474.2,14.8,2019.0,8.0
14238,6.0,1.0,1466.2,3.7,4351.7,14.0,2019.0,8.0
14239,7.0,1.0,1460.0,8.5,4384.6,14.0,2019.0,8.0
14240,8.0,1.0,1455.7,8.2,4481.6,13.8,2019.0,8.0
14241,9.0,1.0,1455.9,8.7,4767.5,13.4,2019.0,8.0
14242,10.0,1.0,1528.6,10.2,5199.5,12.7,2019.0,8.0
14243,11.0,1.0,1572.8,10.8,5544.8,12.3,2019.0,8.0
14244,12.0,1.0,1570.3,11.1,5667.8,13.6,2019.0,8.0
14245,13.0,1.0,1548.5,9.676923076923076,5641.7,14.5,2019.0,8.0
14246,14.0,1.0,1506.2,9.9,5525.6,16.2,2019.0,8.0
14247,15.0,1.0,1474.1,9.9,5322.3,16.6,2019.0,8.0
14248,16.0,1.0,1458.7,9.7,5113.0,16.9,2019.0,8.0
14249,17.0,1.0,1455.6,9.2,5051.4,16.4,2019.0,8.0
14250,18.0,1.0,1508.7,9.0,5111.9,15.4,2019.0,8.0
14251,19.0,1.0,1665.0,8.2,5641.9,13.8,2019.0,8.0
14252,20.0,1.0,1836.2,8.2,6258.9,13.3,2019.0,8.0
14253,21.0,1.0,1855.1,7.9,6500.9,12.4,2019.0,8.0
