,Hora,Tipo Dia,Energia PBA,Clima PBA,Energia GBA,Clima GBA,Año,Mes
2708,20.0,2.0,1985.0,14.8,6349.5,20.3,2018.0,4.0
2709,21.0,2.0,1995.8,15.0,6345.9,19.7,2018.0,4.0
2710,22.0,2.0,1954.0,14.5,6113.2,19.1,2018.0,4.0
2711,23.0,2.0,1866.5,12.6,5656.5,18.8,2018.0,4.0
2712,0.0,3.0,1767.9,12.7,5157.9,18.7,2018.0,4.0
2713,1.0,3.0,1690.9,12.7,4615.9,18.6,2018.0,4.0
2714,2.0,3.0,1622.3,12.0,4279.8,18.1,2018.0,4.0
2715,3.0,3.0,1567.9,12.8,4072.2,18.0,2018.0,4.0
2716,4.0,3.0,1549.2,13.3,3982.4,17.7,2018.0,4.0
2717,5.0,3.0,1572.3,12.8,4005.0,17.2,2018.0,4.0
2718,6.0,3.0,1583.4,13.2,4150.8,17.2,2018.0,4.0
2719,7.0,3.0,1647.3,13.2,4686.8,17.4,2018.0,4.0
2720,8.0,3.0,1631.9,14.0,5070.4,17.7,2018.0,4.0
2721,9.0,3.0,1654.4,15.2,5254.4,18.8,2018.0,4.0
2722,10.0,3.0,1748.5,15.9,5555.4,19.1,2018.0,4.0
2723,11.0,3.0,1753.0,15.9,5743.6,19.9,2018.0,4.0
2724,12.0,3.0,1754.1,16.0,5844.6,21.4,2018.0,4.0
2725,13.0,3.0,1739.3,16.1,5825.8,21.6,2018.0,4.0
2726,14.0,3.0,1727.2,16.5,5827.9,21.3,2018.0,4.0
2727,15.0,3.0,1679.4,17.3,5760.0,21.2,2018.0,4.0
2728,16.0,3.0,1664.0,17.3,5701.1,21.2,2018.0,4.0
2729,17.0,3.0,1709.4,17.0,5691.7,20.9,2018.0,4.0
2730,18.0,3.0,1714.5,16.7,5695.1,21.1,2018.0,4.0
2731,19.0,3.0,1845.5,16.6,6084.3,20.9,2018.0,4.0
2732,20.0,3.0,1910.4,17.0,6364.5,21.0,2018.0,4.0
2733,21.0,3.0,1952.4,17.0,6381.5,20.3,2018.0,4.0
2734,22.0,3.0,1917.2,17.2,6139.2,20.9,2018.0,4.0
2735,23.0,3.0,1829.3,17.6,5695.1,20.5,2018.0,4.0
2736,0.0,4.0,1716.7,17.5,5162.8,20.7,2018.0,4.0
2737,1.0,4.0,1591.5,17.6,4712.7,20.5,2018.0,4.0
2738,2.0,4.0,1576.1,16.6,4371.1,21.1,2018.0,4.0
2739,3.0,4.0,1541.8,16.2,4164.9,20.8,2018.0,4.0
2740,4.0,4.0,1550.3,16.6,4089.7,20.7,2018.0,4.0
2741,5.0,4.0,1520.3,17.0,4084.9,20.7,2018.0,4.0
2742,6.0,4.0,1519.2,17.0,4255.8,21.1,2018.0,4.0
2743,7.0,4.0,1641.4,17.2,4769.2,21.1,2018.0,4.0
2744,8.0,4.0,1655.4,17.3,5170.6,21.0,2018.0,4.0
2745,9.0,4.0,1677.2,18.4,5453.4,20.9,2018.0,4.0
2746,10.0,4.0,1750.8,18.7,5816.1,23.2,2018.0,4.0
2747,11.0,4.0,1767.2,19.6,6054.5,23.8,2018.0,4.0
2748,12.0,4.0,1806.5,20.0,6223.7,25.6,2018.0,4.0
2749,13.0,4.0,1785.8,22.0,6276.0,27.2,2018.0,4.0
2750,14.0,4.0,1798.2,21.3,6312.2,28.2,2018.0,4.0
2751,15.0,4.0,1775.2,20.8,6360.8,26.6,2018.0,4.0
2752,16.0,4.0,1735.6,21.0,6316.9,25.2,2018.0,4.0
2753,17.0,4.0,1810.5,20.2,6229.1,24.4,2018.0,4.0
2754,18.0,4.0,1786.6,19.3,6079.5,23.6,2018.0,4.0
2755,19.0,4.0,1895.3,18.0,6342.2,22.4,2018.0,4.0
2756,20.0,4.0,2042.9,17.7,6700.2,22.0,2018.0,4.0
2757,21.0,4.0,2042.7,17.3,6652.5,21.8,2018.0,4.0
2758,22.0,4.0,2033.6,17.0,6364.0,21.9,2018.0,4.0
2759,23.0,4.0,1928.2,16.8,5891.1,21.8,2018.0,4.0
2760,0.0,5.0,1764.3,16.7,5408.3,21.4,2018.0,4.0
2761,1.0,5.0,1699.3,16.7,4926.6,21.6,2018.0,4.0
2762,2.0,5.0,1632.7,16.5,4473.5,21.6,2018.0,4.0
2763,3.0,5.0,1587.8,16.5,4277.8,21.5,2018.0,4.0
2764,4.0,5.0,1585.3,16.1,4210.7,21.5,2018.0,4.0
2765,5.0,5.0,1575.9,16.4,4211.9,21.5,2018.0,4.0
2766,6.0,5.0,1598.7,16.6,4330.4,21.6,2018.0,4.0
2767,7.0,5.0,1669.5,16.8,4875.5,21.9,2018.0,4.0
2768,8.0,5.0,1675.7,17.2,5274.2,22.0,2018.0,4.0
2769,9.0,5.0,1739.7,17.8,5528.2,22.4,2018.0,4.0
2770,10.0,5.0,1805.7,18.0,5876.2,22.9,2018.0,4.0
2771,11.0,5.0,1832.6,19.1,6087.5,23.6,2018.0,4.0
2772,12.0,5.0,1863.5,19.9,6252.1,24.8,2018.0,4.0
2773,13.0,5.0,1843.2,20.2,6271.7,24.9,2018.0,4.0
2774,14.0,5.0,1828.6,20.5,6296.1,25.7,2018.0,4.0
2775,15.0,5.0,1795.6,22.0,6283.5,26.7,2018.0,4.0
2776,16.0,5.0,1822.5,20.5,6278.6,26.9,2018.0,4.0
2777,17.0,5.0,1821.5,19.1,6215.0,26.6,2018.0,4.0
2778,18.0,5.0,1856.6,19.1,6170.1,26.1,2018.0,4.0
2779,19.0,5.0,1900.7,19.3,6571.0,25.7,2018.0,4.0
2780,20.0,5.0,2091.7,19.3,6882.2,25.4,2018.0,4.0
2781,21.0,5.0,2104.3,19.4,6849.0,25.2,2018.0,4.0
2782,22.0,5.0,2060.7,19.6,6596.1,24.7,2018.0,4.0
2783,23.0,5.0,1939.3,20.0,6150.4,24.6,2018.0,4.0
2784,0.0,6.0,1786.2,20.0,5667.4,24.5,2018.0,4.0
2785,1.0,6.0,1671.8,20.2,5119.8,24.1,2018.0,4.0
2786,2.0,6.0,1634.2,20.2,4744.4,23.7,2018.0,4.0
2787,3.0,6.0,1626.9,20.8,4495.1,23.6,2018.0,4.0
2788,4.0,6.0,1615.0,20.6,4419.3,24.0,2018.0,4.0
2789,5.0,6.0,1602.2,21.0,4414.0,23.9,2018.0,4.0
2790,6.0,6.0,1608.4,21.6,4569.4,23.4,2018.0,4.0
2791,7.0,6.0,1678.1,20.4,5058.7,23.4,2018.0,4.0
2792,8.0,6.0,1687.9,21.4,5562.8,23.7,2018.0,4.0
2793,9.0,6.0,1721.6,21.7,5829.3,24.1,2018.0,4.0
2794,10.0,6.0,1775.1,19.6,6258.5,26.0,2018.0,4.0
2795,11.0,6.0,1827.1,18.0,6615.0,27.2,2018.0,4.0
2796,12.0,6.0,1856.2,18.1,6897.5,29.2,2018.0,4.0
2797,13.0,6.0,1863.3,17.5,7063.6,30.6,2018.0,4.0
2798,14.0,6.0,1842.2,18.5,7166.0,31.8,2018.0,4.0
2799,15.0,6.0,1781.7,18.5,7272.1,31.8,2018.0,4.0
2800,16.0,6.0,1785.2,17.9,7224.6,32.0,2018.0,4.0
2801,17.0,6.0,1800.5,17.6,7032.3,29.9,2018.0,4.0
2802,18.0,6.0,1819.7,17.3,6623.9,24.8,2018.0,4.0
2803,19.0,6.0,1877.3,16.1,6720.1,23.2,2018.0,4.0
2804,20.0,6.0,2022.2,14.8,6951.3,23.7,2018.0,4.0
2805,21.0,6.0,2003.5,13.0,6832.4,23.2,2018.0,4.0
2806,22.0,6.0,1964.0,13.4,6508.1,22.0,2018.0,4.0
2807,23.0,6.0,1906.6,12.4,6020.9,21.3,2018.0,4.0
2808,0.0,7.0,1828.9,11.2,5596.7,21.2,2018.0,4.0
2809,1.0,7.0,1719.6,10.2,5124.8,20.8,2018.0,4.0
2810,2.0,7.0,1651.7,10.0,4739.6,20.7,2018.0,4.0
2811,3.0,7.0,1616.1,9.6,4512.4,20.8,2018.0,4.0
2812,4.0,7.0,1580.7,9.4,4347.7,21.3,2018.0,4.0
2813,5.0,7.0,1553.1,8.4,4268.8,21.3,2018.0,4.0
2814,6.0,7.0,1565.2,9.2,4240.5,21.2,2018.0,4.0
2815,7.0,7.0,1612.7,9.2,4333.2,20.8,2018.0,4.0
2816,8.0,7.0,1580.7,9.4,4462.4,20.0,2018.0,4.0
2817,9.0,7.0,1575.0,12.8,4613.2,20.0,2018.0,4.0
2818,10.0,7.0,1653.2,15.2,4829.7,19.4,2018.0,4.0
2819,11.0,7.0,1689.3,16.6,4966.8,19.8,2018.0,4.0
2820,12.0,7.0,1706.3,17.0,5106.0,20.4,2018.0,4.0
2821,13.0,7.0,1694.3,16.6,5181.1,22.1,2018.0,4.0
2822,14.0,7.0,1632.7,16.2,5143.6,21.7,2018.0,4.0
2823,15.0,7.0,1595.8,16.2,5044.4,21.4,2018.0,4.0
2824,16.0,7.0,1562.1,16.4,4924.4,21.4,2018.0,4.0
2825,17.0,7.0,1601.4,16.0,5009.6,21.0,2018.0,4.0
2826,18.0,7.0,1667.8,15.2,5196.3,20.2,2018.0,4.0
2827,19.0,7.0,1761.2,14.4,5554.8,20.1,2018.0,4.0
2828,20.0,7.0,1910.5,14.4,5648.5,20.0,2018.0,4.0
2829,21.0,7.0,1934.5,13.8,5642.5,19.8,2018.0,4.0
2830,22.0,7.0,1877.0,13.8,5454.0,19.5,2018.0,4.0
2831,23.0,7.0,1800.3,14.0,5147.0,19.6,2018.0,4.0
2832,0.0,1.0,1674.3,14.2,4840.5,20.9,2018.0,4.0
2833,1.0,1.0,1605.6,13.0,4515.0,21.1,2018.0,4.0
2834,2.0,1.0,1526.3,12.4,4230.7,21.1,2018.0,4.0
2835,3.0,1.0,1501.2,12.0,3966.1,21.0,2018.0,4.0
2836,4.0,1.0,1485.1,13.4,3693.7,18.1,2018.0,4.0
2837,5.0,1.0,1414.1,14.0,3614.1,19.3,2018.0,4.0
2838,6.0,1.0,1401.6,15.0,3557.6,19.5,2018.0,4.0
2839,7.0,1.0,1362.7,15.6,3564.0,20.2,2018.0,4.0
2840,8.0,1.0,1283.5,15.8,3598.0,19.2,2018.0,4.0
2841,9.0,1.0,1260.3,16.4,3638.3,19.6,2018.0,4.0
2842,10.0,1.0,1284.3,16.9,3800.3,19.4,2018.0,4.0
2843,11.0,1.0,1339.9,17.5,4105.2,20.0,2018.0,4.0
2844,12.0,1.0,1430.2,17.8,4349.2,19.4,2018.0,4.0
2845,13.0,1.0,1447.8,17.4,4547.4,19.6,2018.0,4.0
2846,14.0,1.0,1421.1,17.9,4582.4,19.4,2018.0,4.0
2847,15.0,1.0,1402.0,17.3,4482.2,19.4,2018.0,4.0
2848,16.0,1.0,1387.6,17.1,4353.6,19.9,2018.0,4.0
2849,17.0,1.0,1367.9,16.9,4311.1,20.0,2018.0,4.0
2850,18.0,1.0,1423.6,16.8,4413.5,20.0,2018.0,4.0
2851,19.0,1.0,1541.8,16.6,4959.2,19.6,2018.0,4.0
2852,20.0,1.0,1675.8,16.8,5209.8,19.4,2018.0,4.0
2853,21.0,1.0,1737.6,16.8,5274.3,19.3,2018.0,4.0
2854,22.0,1.0,1735.2,16.6,5206.5,19.2,2018.0,4.0
2855,23.0,1.0,1658.3,16.4,4973.6,19.2,2018.0,4.0
2856,0.0,1.0,1591.7,16.4,4686.8,19.2,2018.0,4.0
2857,1.0,1.0,1514.6,16.4,4360.3,19.2,2018.0,4.0
2858,2.0,1.0,1454.3,16.0,4064.4,19.2,2018.0,4.0
2859,3.0,1.0,1396.8,16.0,3851.0,19.1,2018.0,4.0
2860,4.0,1.0,1382.9,14.8,3741.9,18.8,2018.0,4.0
2861,5.0,1.0,1376.8,14.2,3700.7,18.6,2018.0,4.0
2862,6.0,1.0,1406.8,13.6,3766.4,18.4,2018.0,4.0
2863,7.0,1.0,1459.6,12.8,4012.5,18.4,2018.0,4.0
2864,8.0,1.0,1511.4,14.0,4203.2,18.4,2018.0,4.0
2865,9.0,1.0,1553.0,15.5,4358.2,18.2,2018.0,4.0
2866,10.0,1.0,1615.9,15.6,4703.8,18.4,2018.0,4.0
2867,11.0,1.0,1667.6,15.5,4955.3,19.4,2018.0,4.0
2868,12.0,1.0,1676.4,15.8,5094.4,20.1,2018.0,4.0
2869,13.0,1.0,1680.0,15.3,5148.1,20.4,2018.0,4.0
2870,14.0,1.0,1648.8,15.1,5144.8,21.2,2018.0,4.0
2871,15.0,1.0,1626.4,14.8,5040.5,21.1,2018.0,4.0
2872,16.0,1.0,1630.0,14.3,4901.8,20.1,2018.0,4.0
2873,17.0,1.0,1617.4,13.5,4780.8,19.2,2018.0,4.0
2874,18.0,1.0,1664.4,12.9,4809.7,18.6,2018.0,4.0
2875,19.0,1.0,1772.0,12.5,5355.7,18.1,2018.0,4.0
2876,20.0,1.0,1889.1,12.3,5624.3,17.4,2018.0,4.0
2877,21.0,1.0,1935.2,11.0,5619.0,16.7,2018.0,4.0
2878,22.0,1.0,1886.7,10.9,5445.6,16.2,2018.0,4.0
2879,23.0,1.0,1767.1,10.2,5109.2,16.0,2018.0,4.0
2880,0.0,1.0,1682.9,11.3,4766.0,14.8,2018.0,5.0
2881,1.0,1.0,1603.2,10.3,4393.7,14.2,2018.0,5.0
2882,2.0,1.0,1533.9,10.0,4074.3,14.2,2018.0,5.0
2883,3.0,1.0,1451.3,10.4,3835.1,14.5,2018.0,5.0
2884,4.0,1.0,1382.4,7.7,3686.6,14.2,2018.0,5.0
2885,5.0,1.0,1268.3,8.4,3602.4,13.9,2018.0,5.0
2886,6.0,1.0,1223.7,10.2,3533.0,14.1,2018.0,5.0
2887,7.0,1.0,1208.0,10.3,3521.7,13.7,2018.0,5.0
2888,8.0,1.0,1158.5,10.6,3467.6,13.5,2018.0,5.0
2889,9.0,1.0,1100.4,11.0,3436.8,14.4,2018.0,5.0
2890,10.0,1.0,1149.5,11.8,3706.7,15.6,2018.0,5.0
2891,11.0,1.0,1204.6,12.8,4035.9,15.7,2018.0,5.0
2892,12.0,1.0,1247.4,13.8,4284.7,16.3,2018.0,5.0
2893,13.0,1.0,1258.2,14.0,4405.0,17.0,2018.0,5.0
2894,14.0,1.0,1244.3,13.4,4378.5,17.2,2018.0,5.0
2895,15.0,1.0,1228.9,13.4,4255.8,16.9,2018.0,5.0
2896,16.0,1.0,1233.4,13.0,4220.0,17.0,2018.0,5.0
2897,17.0,1.0,1247.9,12.8,4261.2,17.0,2018.0,5.0
2898,18.0,1.0,1294.2,11.2,4493.0,16.6,2018.0,5.0
2899,19.0,1.0,1480.9,11.8,5114.5,16.0,2018.0,5.0
2900,20.0,1.0,1578.0,11.0,5414.6,16.2,2018.0,5.0
2901,21.0,1.0,1600.2,11.2,5557.5,17.0,2018.0,5.0
2902,22.0,1.0,1578.4,11.3,5478.6,17.7,2018.0,5.0
2903,23.0,1.0,1506.0,11.6,5178.6,17.1,2018.0,5.0
2904,0.0,4.0,1414.2,11.4,4744.5,17.5,2018.0,5.0
2905,1.0,4.0,1329.9,10.7,4310.0,17.4,2018.0,5.0
2906,2.0,4.0,1257.0,10.9,3984.1,17.0,2018.0,5.0
2907,3.0,4.0,1229.5,10.0,3806.2,16.8,2018.0,5.0
2908,4.0,4.0,1230.1,9.5,3730.8,17.0,2018.0,5.0
2909,5.0,4.0,1249.3,8.0,3763.9,17.2,2018.0,5.0
2910,6.0,4.0,1281.5,10.0,3973.4,17.5,2018.0,5.0
2911,7.0,4.0,1391.8,11.4,4608.3,17.4,2018.0,5.0
2912,8.0,4.0,1556.1,11.4,5185.9,17.6,2018.0,5.0
2913,9.0,4.0,1586.2,15.0,5313.2,18.0,2018.0,5.0
2914,10.0,4.0,1694.6,17.4,5564.0,17.8,2018.0,5.0
2915,11.0,4.0,1717.8,18.4,5799.4,17.9,2018.0,5.0
2916,12.0,4.0,1735.9,18.6,5941.1,17.2,2018.0,5.0
2917,13.0,4.0,1704.7,18.7,5991.8,17.4,2018.0,5.0
2918,14.0,4.0,1665.3,19.0,6055.2,17.4,2018.0,5.0
2919,15.0,4.0,1684.2,18.4,6028.6,17.2,2018.0,5.0
2920,16.0,4.0,1644.3,18.1,5952.0,17.4,2018.0,5.0
2921,17.0,4.0,1659.2,17.5,5853.9,17.5,2018.0,5.0
2922,18.0,4.0,1734.0,17.2,5908.6,17.9,2018.0,5.0
2923,19.0,4.0,1884.0,17.1,6255.6,17.8,2018.0,5.0
2924,20.0,4.0,1954.0,17.3,6449.2,17.3,2018.0,5.0
2925,21.0,4.0,1955.1,17.8,6503.8,17.3,2018.0,5.0
2926,22.0,4.0,1924.3,18.1,6349.7,17.3,2018.0,5.0
2927,23.0,4.0,1829.9,17.8,5855.1,16.8,2018.0,5.0
2928,0.0,5.0,1768.5,17.2,5360.9,17.0,2018.0,5.0
2929,1.0,5.0,1653.2,17.0,4835.3,17.0,2018.0,5.0
2930,2.0,5.0,1550.8,16.8,4431.6,17.7,2018.0,5.0
2931,3.0,5.0,1490.1,16.6,4212.7,17.7,2018.0,5.0
2932,4.0,5.0,1492.0,16.4,4137.5,16.7,2018.0,5.0
2933,5.0,5.0,1480.6,15.4,4125.2,16.7,2018.0,5.0
2934,6.0,5.0,1499.9,15.0,4277.7,16.7,2018.0,5.0
2935,7.0,5.0,1582.5,14.2,4816.0,16.6,2018.0,5.0
2936,8.0,5.0,1682.5,14.4,5227.3,16.2,2018.0,5.0
2937,9.0,5.0,1659.7,15.2,5361.4,17.2,2018.0,5.0
2938,10.0,5.0,1710.5,16.2,5598.1,17.4,2018.0,5.0
2939,11.0,5.0,1739.2,18.6,5596.8,19.4,2018.0,5.0
2940,12.0,5.0,1772.6,19.8,5742.4,21.0,2018.0,5.0
2941,13.0,5.0,1729.0,18.9,5695.8,21.8,2018.0,5.0
2942,14.0,5.0,1692.9,18.5,5674.5,21.8,2018.0,5.0
2943,15.0,5.0,1652.0,20.4,5640.6,21.6,2018.0,5.0
2944,16.0,5.0,1670.7,20.9,5548.4,21.6,2018.0,5.0
2945,17.0,5.0,1669.3,20.2,5443.4,21.0,2018.0,5.0
2946,18.0,5.0,1721.8,17.4,5365.7,20.2,2018.0,5.0
2947,19.0,5.0,1901.3,16.3,5815.9,18.4,2018.0,5.0
2948,20.0,5.0,1977.7,15.0,6152.2,17.4,2018.0,5.0
2949,21.0,5.0,1961.2,13.7,6204.1,17.3,2018.0,5.0
2950,22.0,5.0,1944.3,11.8,6034.1,17.5,2018.0,5.0
2951,23.0,5.0,1830.6,11.7,5633.2,17.3,2018.0,5.0
2952,0.0,6.0,1752.4,12.5,5105.6,17.3,2018.0,5.0
2953,1.0,6.0,1675.6,14.6,4609.0,17.1,2018.0,5.0
2954,2.0,6.0,1591.6,14.9,4234.9,17.4,2018.0,5.0
2955,3.0,6.0,1554.7,13.8,4029.2,18.4,2018.0,5.0
2956,4.0,6.0,1529.5,14.2,3949.1,18.8,2018.0,5.0
2957,5.0,6.0,1543.1,15.2,3962.5,19.2,2018.0,5.0
2958,6.0,6.0,1518.1,14.8,4110.0,19.0,2018.0,5.0
2959,7.0,6.0,1606.3,15.0,4645.1,18.3,2018.0,5.0
2960,8.0,6.0,1706.0,14.9,5164.1,18.7,2018.0,5.0
2961,9.0,6.0,1689.9,14.8,5256.0,18.8,2018.0,5.0
2962,10.0,6.0,1759.3,15.0,5486.4,19.0,2018.0,5.0
2963,11.0,6.0,1763.4,15.8,5656.3,19.0,2018.0,5.0
2964,12.0,6.0,1788.3,15.4,5764.1,18.6,2018.0,5.0
2965,13.0,6.0,1765.3,15.1,5757.3,18.2,2018.0,5.0
2966,14.0,6.0,1741.4,15.3,5768.5,18.4,2018.0,5.0
2967,15.0,6.0,1747.9,15.2,5742.6,19.6,2018.0,5.0
2968,16.0,6.0,1724.0,14.4,5626.2,19.6,2018.0,5.0
2969,17.0,6.0,1741.7,14.0,5582.0,19.4,2018.0,5.0
2970,18.0,6.0,1749.4,13.7,5682.9,18.6,2018.0,5.0
2971,19.0,6.0,1952.7,12.6,6098.6,19.4,2018.0,5.0
2972,20.0,6.0,1978.8,12.9,6251.3,18.1,2018.0,5.0
2973,21.0,6.0,1996.7,12.8,6255.1,18.0,2018.0,5.0
2974,22.0,6.0,1941.1,12.6,6085.0,18.2,2018.0,5.0
2975,23.0,6.0,1849.1,12.1,5692.7,18.0,2018.0,5.0
2976,0.0,7.0,1765.1,12.8,5280.1,17.6,2018.0,5.0
2977,1.0,7.0,1685.3,12.8,4854.3,17.0,2018.0,5.0
2978,2.0,7.0,1610.6,13.2,4512.9,17.0,2018.0,5.0
2979,3.0,7.0,1576.9,13.1,4236.8,17.0,2018.0,5.0
2980,4.0,7.0,1518.5,13.2,4078.9,16.1,2018.0,5.0
2981,5.0,7.0,1504.3,13.2,4010.8,16.0,2018.0,5.0
2982,6.0,7.0,1523.5,13.6,4007.1,16.3,2018.0,5.0
2983,7.0,7.0,1541.4,13.8,4134.5,16.9,2018.0,5.0
2984,8.0,7.0,1543.5,13.8,4295.1,17.0,2018.0,5.0
2985,9.0,7.0,1534.9,14.6,4395.2,17.4,2018.0,5.0
2986,10.0,7.0,1652.4,15.3,4706.4,17.8,2018.0,5.0
2987,11.0,7.0,1684.7,15.7,4964.9,18.0,2018.0,5.0
2988,12.0,7.0,1660.1,15.8,5094.5,18.2,2018.0,5.0
2989,13.0,7.0,1673.6,15.8,5159.8,19.1,2018.0,5.0
2990,14.0,7.0,1639.5,15.8,5120.0,20.4,2018.0,5.0
2991,15.0,7.0,1592.2,15.9,4977.7,20.4,2018.0,5.0
2992,16.0,7.0,1542.5,15.6,4868.8,20.2,2018.0,5.0
2993,17.0,7.0,1527.9,14.8,4840.5,19.6,2018.0,5.0
2994,18.0,7.0,1614.1,13.2,4987.4,19.2,2018.0,5.0
2995,19.0,7.0,1828.3,13.0,5526.5,19.2,2018.0,5.0
2996,20.0,7.0,1848.7,13.0,5732.8,19.2,2018.0,5.0
2997,21.0,7.0,1858.8,12.8,5741.2,19.4,2018.0,5.0
2998,22.0,7.0,1805.4,12.6,5595.6,19.4,2018.0,5.0
2999,23.0,7.0,1725.8,14.4,5298.6,19.5,2018.0,5.0
3000,0.0,1.0,1696.7,14.2,4960.9,19.5,2018.0,5.0
3001,1.0,1.0,1587.7,14.6,4610.3,19.3,2018.0,5.0
3002,2.0,1.0,1539.7,13.8,4256.6,19.3,2018.0,5.0
3003,3.0,1.0,1486.2,14.0,4013.0,19.1,2018.0,5.0
3004,4.0,1.0,1437.7,14.6,3842.5,18.2,2018.0,5.0
3005,5.0,1.0,1420.3,14.8,3714.0,18.2,2018.0,5.0
3006,6.0,1.0,1384.1,15.0,3672.4,18.0,2018.0,5.0
3007,7.0,1.0,1368.7,13.8,3692.5,18.2,2018.0,5.0
3008,8.0,1.0,1319.6,15.2,3631.8,18.6,2018.0,5.0
3009,9.0,1.0,1255.5,17.4,3615.9,18.8,2018.0,5.0
3010,10.0,1.0,1287.3,18.2,3867.1,19.0,2018.0,5.0
3011,11.0,1.0,1331.8,18.6,4166.2,18.9,2018.0,5.0
3012,12.0,1.0,1404.3,19.0,4401.4,18.6,2018.0,5.0
3013,13.0,1.0,1420.3,19.0,4564.8,19.5,2018.0,5.0
3014,14.0,1.0,1395.4,18.6,4571.1,21.8,2018.0,5.0
3015,15.0,1.0,1370.5,18.6,4431.3,22.4,2018.0,5.0
3016,16.0,1.0,1346.2,19.0,4325.7,22.1,2018.0,5.0
3017,17.0,1.0,1356.1,18.4,4301.4,21.4,2018.0,5.0
3018,18.0,1.0,1435.5,17.0,4426.1,21.0,2018.0,5.0
3019,19.0,1.0,1612.0,16.4,5104.1,20.2,2018.0,5.0
3020,20.0,1.0,1677.9,16.2,5430.1,20.1,2018.0,5.0
3021,21.0,1.0,1710.9,15.8,5569.7,20.2,2018.0,5.0
3022,22.0,1.0,1685.2,15.9,5476.7,20.5,2018.0,5.0
3023,23.0,1.0,1650.5,15.6,5196.5,20.9,2018.0,5.0
3024,0.0,2.0,1595.3,15.5,4806.2,20.7,2018.0,5.0
3025,1.0,2.0,1516.9,15.3,4366.7,20.7,2018.0,5.0
3026,2.0,2.0,1462.2,15.2,4016.8,20.4,2018.0,5.0
3027,3.0,2.0,1394.8,15.2,3810.9,20.5,2018.0,5.0
3028,4.0,2.0,1404.6,15.5,3739.3,20.1,2018.0,5.0
3029,5.0,2.0,1415.4,15.8,3767.4,19.7,2018.0,5.0
3030,6.0,2.0,1444.3,15.3,3965.5,19.7,2018.0,5.0
3031,7.0,2.0,1537.3,15.3,4575.7,19.2,2018.0,5.0
3032,8.0,2.0,1651.2,15.5,5023.9,19.2,2018.0,5.0
3033,9.0,2.0,1693.3,16.0,5190.3,19.4,2018.0,5.0
3034,10.0,2.0,1745.2,17.4,5452.7,18.6,2018.0,5.0
3035,11.0,2.0,1763.2,18.8,5637.3,19.2,2018.0,5.0
3036,12.0,2.0,1794.7,20.5,5746.5,20.0,2018.0,5.0
3037,13.0,2.0,1758.2,21.7,5692.8,21.2,2018.0,5.0
3038,14.0,2.0,1751.6,20.3,5670.3,22.0,2018.0,5.0
3039,15.0,2.0,1741.5,19.9,5645.8,22.4,2018.0,5.0
3040,16.0,2.0,1728.6,19.9,5565.4,23.0,2018.0,5.0
3041,17.0,2.0,1732.0,19.5,5486.9,22.6,2018.0,5.0
3042,18.0,2.0,1758.4,18.2,5492.1,22.4,2018.0,5.0
3043,19.0,2.0,1952.2,17.7,6014.0,22.4,2018.0,5.0
3044,20.0,2.0,2036.4,18.0,6289.0,22.0,2018.0,5.0
3045,21.0,2.0,1995.6,17.8,6326.7,21.9,2018.0,5.0
3046,22.0,2.0,1958.6,17.7,6114.7,21.5,2018.0,5.0
3047,23.0,2.0,1859.7,17.6,5649.4,21.2,2018.0,5.0
3048,0.0,3.0,1774.4,17.4,5150.8,20.8,2018.0,5.0
3049,1.0,3.0,1650.7,17.4,4639.9,20.7,2018.0,5.0
3050,2.0,3.0,1573.1,17.3,4252.6,20.4,2018.0,5.0
3051,3.0,3.0,1510.0,17.1,4057.3,20.2,2018.0,5.0
3052,4.0,3.0,1526.6,16.8,3969.9,19.8,2018.0,5.0
3053,5.0,3.0,1532.5,16.8,3983.6,19.8,2018.0,5.0
3054,6.0,3.0,1547.0,16.6,4113.0,18.8,2018.0,5.0
3055,7.0,3.0,1609.8,16.4,4640.1,18.9,2018.0,5.0
3056,8.0,3.0,1741.2,16.6,5183.6,19.0,2018.0,5.0
3057,9.0,3.0,1671.0,17.0,5343.2,19.2,2018.0,5.0
3058,10.0,3.0,1705.8,17.7,5610.3,19.2,2018.0,5.0
3059,11.0,3.0,1744.7,18.2,5811.8,18.8,2018.0,5.0
3060,12.0,3.0,1799.2,19.1,5959.6,18.8,2018.0,5.0
3061,13.0,3.0,1775.1,19.7,6015.1,18.7,2018.0,5.0
3062,14.0,3.0,1745.7,19.8,6013.2,18.8,2018.0,5.0
3063,15.0,3.0,1754.4,19.9,5950.6,19.0,2018.0,5.0
3064,16.0,3.0,1735.5,19.8,5852.4,19.4,2018.0,5.0
3065,17.0,3.0,1762.7,19.6,5807.9,19.4,2018.0,5.0
3066,18.0,3.0,1784.0,19.1,5849.6,19.4,2018.0,5.0
3067,19.0,3.0,1939.4,19.0,6238.7,19.6,2018.0,5.0
3068,20.0,3.0,1986.7,18.4,6360.7,19.2,2018.0,5.0
3069,21.0,3.0,1955.5,18.4,6441.8,12.18181818,2018.0,5.0
3070,22.0,3.0,1923.0,18.0,6247.3,19.0,2018.0,5.0
3071,23.0,3.0,1838.7,17.6,5811.1,18.9,2018.0,5.0
3072,0.0,4.0,1749.8,17.6,5270.6,18.7,2018.0,5.0
3073,1.0,4.0,1655.7,17.2,4776.8,18.7,2018.0,5.0
3074,2.0,4.0,1586.5,17.2,4381.5,18.5,2018.0,5.0
